chr start end strand gene gene_start gene_end gene_strand breadth expression SI promoter
244 scaffold_11 1215943 1215980 + No_gene NA NA NA 38 23202 -0.576610485176085 scaffold_11_1215943_1215980_+
245 scaffold_11 1217520 1217521 + No_gene NA NA NA 2 797 -1.16749369983721 scaffold_11_1217520_1217521_+
246 scaffold_11 1331146 1331147 + No_gene NA NA NA 2 2122 1.11947980351591 scaffold_11_1331146_1331147_+
247 scaffold_11 1399826 1399850 + No_gene NA NA NA 25 50335 -0.528616538139665 scaffold_11_1399826_1399850_+
248 scaffold_11 1416746 1416750 + No_gene NA NA NA 5 634 0.191488271438164 scaffold_11_1416746_1416750_+
249 scaffold_11 1502721 1502722 + No_gene NA NA NA 2 455 -0.865530235078095 scaffold_11_1502721_1502722_+
250 scaffold_11 1745197 1745215 + No_gene NA NA NA 19 1753 -1.53413687042187 scaffold_11_1745197_1745215_+
251 scaffold_11 1747845 1747846 + No_gene NA NA NA 2 494 0.571595480528083 scaffold_11_1747845_1747846_+
252 scaffold_11 1810705 1810721 + No_gene NA NA NA 17 6514 -0.67982537708814 scaffold_11_1810705_1810721_+
253 scaffold_11 1811881 1811882 + No_gene NA NA NA 2 562 -0.935124765983176 scaffold_11_1811881_1811882_+
254 scaffold_11 1894198 1894202 + No_gene NA NA NA 5 2474 0.110955425772074 scaffold_11_1894198_1894202_+
255 scaffold_11 2119850 2119851 + No_gene NA NA NA 2 546 -0.968176533985953 scaffold_11_2119850_2119851_+
256 scaffold_11 16410 16413 - No_gene NA NA NA 4 1021 0.175325339022543 scaffold_11_16410_16413_-
257 scaffold_11 29237 29238 - No_gene NA NA NA 2 835 0.805711681906503 scaffold_11_29237_29238_-
258 scaffold_11 32682 32683 - No_gene NA NA NA 2 1018 0.326331132761313 scaffold_11_32682_32683_-
259 scaffold_11 262783 262788 - No_gene NA NA NA 6 917 0.0949123097372426 scaffold_11_262783_262788_-
260 scaffold_11 364898 364901 - No_gene NA NA NA 4 3623 0.6739824942424 scaffold_11_364898_364901_-
261 scaffold_11 739448 739449 - No_gene NA NA NA 2 893 0.578779502328939 scaffold_11_739448_739449_-
262 scaffold_11 793710 793713 - No_gene NA NA NA 4 611 0.0579132159432327 scaffold_11_793710_793713_-
263 scaffold_11 801032 801033 - No_gene NA NA NA 2 882 -0.145397461988374 scaffold_11_801032_801033_-
264 scaffold_11 822340 822343 - No_gene NA NA NA 4 1442 -1.35913245657493 scaffold_11_822340_822343_-
265 scaffold_11 822384 822385 - No_gene NA NA NA 2 1236 -1.26065008866826 scaffold_11_822384_822385_-
266 scaffold_11 823891 823895 - No_gene NA NA NA 5 3709 -1.79142830811027 scaffold_11_823891_823895_-
267 scaffold_11 823928 823935 - No_gene NA NA NA 8 1869 -0.304655702828213 scaffold_11_823928_823935_-
268 scaffold_11 863966 863967 - No_gene NA NA NA 2 355 0.72602012661146 scaffold_11_863966_863967_-
269 scaffold_11 1013026 1013032 - No_gene NA NA NA 7 8580 0.388025344751389 scaffold_11_1013026_1013032_-
270 scaffold_11 1060306 1060319 - No_gene NA NA NA 14 8272 -0.971503292205985 scaffold_11_1060306_1060319_-
271 scaffold_11 1213384 1213396 - No_gene NA NA NA 13 1223 -1.45758655571095 scaffold_11_1213384_1213396_-
272 scaffold_11 1255961 1255962 - No_gene NA NA NA 2 928 -0.578472278900059 scaffold_11_1255961_1255962_-
273 scaffold_11 1325102 1325118 - No_gene NA NA NA 17 1693 -1.78071085781616 scaffold_11_1325102_1325118_-
274 scaffold_11 1408597 1408600 - No_gene NA NA NA 4 1506 -0.716898844556833 scaffold_11_1408597_1408600_-
275 scaffold_11 1428319 1428320 - No_gene NA NA NA 2 990 -0.770018432842019 scaffold_11_1428319_1428320_-
276 scaffold_11 1428361 1428362 - No_gene NA NA NA 2 331 0.138264868094908 scaffold_11_1428361_1428362_-
277 scaffold_11 1499775 1499776 - No_gene NA NA NA 2 2310 0.468155525065791 scaffold_11_1499775_1499776_-
278 scaffold_11 1578041 1578080 - No_gene NA NA NA 40 78372 -0.4131062914388 scaffold_11_1578041_1578080_-
279 scaffold_11 1578108 1578109 - No_gene NA NA NA 2 1699 -0.887157327112064 scaffold_11_1578108_1578109_-
280 scaffold_11 1578140 1578141 - No_gene NA NA NA 2 746 0.0840761904440361 scaffold_11_1578140_1578141_-
281 scaffold_11 1595627 1595628 - No_gene NA NA NA 2 1167 0.177214388109792 scaffold_11_1595627_1595628_-
282 scaffold_11 1617432 1617437 - No_gene NA NA NA 6 8797 -0.166290301318965 scaffold_11_1617432_1617437_-
283 scaffold_11 1626666 1626669 - No_gene NA NA NA 4 700 -0.518203023879864 scaffold_11_1626666_1626669_-
284 scaffold_110 108733 108734 + No_gene NA NA NA 2 478 1.14440010140845 scaffold_110_108733_108734_+
285 scaffold_110 236187 236188 + No_gene NA NA NA 2 768 1.24859602171094 scaffold_110_236187_236188_+
286 scaffold_110 40024 40025 - No_gene NA NA NA 2 456 1.05941645360298 scaffold_110_40024_40025_-
287 scaffold_110 96543 96544 - No_gene NA NA NA 2 1175 1.36775009149796 scaffold_110_96543_96544_-
288 scaffold_110 97578 97579 - No_gene NA NA NA 2 1043 1.61333730404706 scaffold_110_97578_97579_-
289 scaffold_110 99289 99314 - No_gene NA NA NA 26 2542 -2.82757326307315 scaffold_110_99289_99314_-
290 scaffold_111 118290 118293 + No_gene NA NA NA 4 2893 0.490511595522769 scaffold_111_118290_118293_+
291 scaffold_111 176356 176357 + No_gene NA NA NA 2 1138 0.294322523739741 scaffold_111_176356_176357_+
292 scaffold_111 186104 186105 + No_gene NA NA NA 2 553 0.96778529388109 scaffold_111_186104_186105_+
293 scaffold_111 278784 278785 + No_gene NA NA NA 2 990 0.760754824201546 scaffold_111_278784_278785_+
294 scaffold_111 279122 279123 + No_gene NA NA NA 2 398 0.299415859452875 scaffold_111_279122_279123_+
295 scaffold_111 279143 279144 + No_gene NA NA NA 2 916 -0.464077216193353 scaffold_111_279143_279144_+
296 scaffold_111 7302 7303 - No_gene NA NA NA 2 291 0.0299459819458825 scaffold_111_7302_7303_-
297 scaffold_111 11837 11838 - No_gene NA NA NA 2 714 0.229370616247539 scaffold_111_11837_11838_-
298 scaffold_111 32123 32129 - No_gene NA NA NA 7 3616 -0.402810407620934 scaffold_111_32123_32129_-
299 scaffold_111 229861 229862 - No_gene NA NA NA 2 344 0.596220346154374 scaffold_111_229861_229862_-
300 scaffold_112 97627 97628 + No_gene NA NA NA 2 286 0.972992774327999 scaffold_112_97627_97628_+
301 scaffold_112 83127 83128 - No_gene NA NA NA 2 377 0.358570759354121 scaffold_112_83127_83128_-
302 scaffold_113 189883 189884 - No_gene NA NA NA 2 583 1.51489789690093 scaffold_113_189883_189884_-
303 scaffold_113 320781 320782 - No_gene NA NA NA 2 1675 0.733272243086166 scaffold_113_320781_320782_-
304 scaffold_115 122944 123007 + No_gene NA NA NA 64 6066 -2.27263777646499 scaffold_115_122944_123007_+
305 scaffold_115 131788 131795 + No_gene NA NA NA 8 12147 0.285340900259886 scaffold_115_131788_131795_+
306 scaffold_115 139158 139159 + No_gene NA NA NA 2 1096 0.996561166153476 scaffold_115_139158_139159_+
307 scaffold_115 185018 185026 + No_gene NA NA NA 9 11204 0.643092952245322 scaffold_115_185018_185026_+
308 scaffold_115 289318 289323 + No_gene NA NA NA 6 547 -0.126853160511978 scaffold_115_289318_289323_+
309 scaffold_115 366165 366166 + No_gene NA NA NA 2 661 -0.32812871198704 scaffold_115_366165_366166_+
310 scaffold_115 196498 196499 - No_gene NA NA NA 2 817 -0.830200191294329 scaffold_115_196498_196499_-
311 scaffold_116 60444 60445 + No_gene NA NA NA 2 1296 -1.96144251185979 scaffold_116_60444_60445_+
312 scaffold_116 216359 216365 + No_gene NA NA NA 7 1180 -0.099747343816325 scaffold_116_216359_216365_+
313 scaffold_116 266889 266890 + No_gene NA NA NA 2 465 0.35444578614831 scaffold_116_266889_266890_+
314 scaffold_116 242819 242820 - No_gene NA NA NA 2 4819 -0.0536382448919976 scaffold_116_242819_242820_-
315 scaffold_116 242849 242850 - No_gene NA NA NA 2 4259 0.520337014726171 scaffold_116_242849_242850_-
316 scaffold_116 247244 247249 - No_gene NA NA NA 6 1397 -2.19096749875785 scaffold_116_247244_247249_-
317 scaffold_116 247275 247276 - No_gene NA NA NA 2 1065 -2.06474469687219 scaffold_116_247275_247276_-
318 scaffold_117 375997 376000 + No_gene NA NA NA 4 767 0.0286905889805997 scaffold_117_375997_376000_+
319 scaffold_117 377637 377671 + No_gene NA NA NA 35 4828 -0.911739657127159 scaffold_117_377637_377671_+
320 scaffold_118 95633 95640 + No_gene NA NA NA 8 1486 -1.54725390979358 scaffold_118_95633_95640_+
321 scaffold_118 142738 142740 + No_gene NA NA NA 3 765 -0.825408094165486 scaffold_118_142738_142740_+
322 scaffold_118 142793 142794 + No_gene NA NA NA 2 429 -0.593985458891926 scaffold_118_142793_142794_+
323 scaffold_118 142854 142876 + No_gene NA NA NA 23 3685 -0.448064675125677 scaffold_118_142854_142876_+
324 scaffold_118 296963 296964 + No_gene NA NA NA 2 2214 0.0535385873629131 scaffold_118_296963_296964_+
325 scaffold_118 305219 305229 + No_gene NA NA NA 11 9700 -0.283704286719308 scaffold_118_305219_305229_+
326 scaffold_118 323710 323711 + No_gene NA NA NA 2 1328 1.23544324715109 scaffold_118_323710_323711_+
327 scaffold_119 41488 41490 + No_gene NA NA NA 3 1075 -1.13885078931221 scaffold_119_41488_41490_+
328 scaffold_119 198939 198942 + No_gene NA NA NA 4 1556 -2.58708105971369 scaffold_119_198939_198942_+
329 scaffold_119 221909 221933 + No_gene NA NA NA 25 8951 -1.09255002191057 scaffold_119_221909_221933_+
330 scaffold_119 294928 294933 + No_gene NA NA NA 6 4928 0.921353740653048 scaffold_119_294928_294933_+
331 scaffold_119 26605 26606 - No_gene NA NA NA 2 376 0.72614016424694 scaffold_119_26605_26606_-
332 scaffold_12 807258 807259 + No_gene NA NA NA 2 1601 0.590081960317799 scaffold_12_807258_807259_+
333 scaffold_12 857443 857444 + No_gene NA NA NA 2 1439 -0.593083352497176 scaffold_12_857443_857444_+
334 scaffold_12 1090047 1090071 + No_gene NA NA NA 25 2301 -1.6728655599633 scaffold_12_1090047_1090071_+
335 scaffold_12 1103517 1103518 + No_gene NA NA NA 2 767 0.603316934377671 scaffold_12_1103517_1103518_+
336 scaffold_12 1112346 1112347 + No_gene NA NA NA 2 738 0.742645455630648 scaffold_12_1112346_1112347_+
337 scaffold_12 1120198 1120199 + No_gene NA NA NA 2 280 0.941291002915587 scaffold_12_1120198_1120199_+
338 scaffold_12 1122502 1122505 + No_gene NA NA NA 4 556 0.199569657570458 scaffold_12_1122502_1122505_+
339 scaffold_12 1382619 1382627 + No_gene NA NA NA 9 4813 -0.150643726790578 scaffold_12_1382619_1382627_+
340 scaffold_12 1394160 1394164 + No_gene NA NA NA 5 6714 -0.149820655744284 scaffold_12_1394160_1394164_+
341 scaffold_12 1430874 1430880 + No_gene NA NA NA 7 2875 0.11890437187243 scaffold_12_1430874_1430880_+
342 scaffold_12 1452206 1452209 + No_gene NA NA NA 4 15971 1.72134092411126 scaffold_12_1452206_1452209_+
343 scaffold_12 1606731 1606732 + No_gene NA NA NA 2 866 0.213165345779115 scaffold_12_1606731_1606732_+
344 scaffold_12 168121 168122 - No_gene NA NA NA 2 1586 -0.429503684734405 scaffold_12_168121_168122_-
345 scaffold_12 204812 204837 - No_gene NA NA NA 26 32611 -0.135303001910455 scaffold_12_204812_204837_-
346 scaffold_12 204865 204868 - No_gene NA NA NA 4 1360 -0.152820184525862 scaffold_12_204865_204868_-
347 scaffold_12 267117 267118 - No_gene NA NA NA 2 769 -1.09561333375404 scaffold_12_267117_267118_-
348 scaffold_12 276552 276553 - No_gene NA NA NA 2 586 -0.0575396531511911 scaffold_12_276552_276553_-
349 scaffold_12 365511 365512 - No_gene NA NA NA 2 1606 0.63527716263276 scaffold_12_365511_365512_-
350 scaffold_12 386848 386854 - No_gene NA NA NA 7 4015 0.263321193905128 scaffold_12_386848_386854_-
351 scaffold_12 595392 595393 - No_gene NA NA NA 2 762 0.813898258833222 scaffold_12_595392_595393_-
352 scaffold_12 601491 601496 - No_gene NA NA NA 6 1768 -0.437194645351894 scaffold_12_601491_601496_-
353 scaffold_12 742774 742780 - No_gene NA NA NA 7 3464 -0.462104849288108 scaffold_12_742774_742780_-
354 scaffold_12 765086 765110 - No_gene NA NA NA 25 1539 -1.657472763889 scaffold_12_765086_765110_-
355 scaffold_12 782692 782698 - No_gene NA NA NA 7 2329 -0.692543230070235 scaffold_12_782692_782698_-
356 scaffold_12 850435 850436 - No_gene NA NA NA 2 505 -0.201873636372322 scaffold_12_850435_850436_-
357 scaffold_12 851462 851463 - No_gene NA NA NA 2 287 0.550698463309904 scaffold_12_851462_851463_-
358 scaffold_12 982177 982181 - No_gene NA NA NA 5 1332 0.091392435998241 scaffold_12_982177_982181_-
359 scaffold_12 984420 984421 - No_gene NA NA NA 2 1439 -1.97691267876672 scaffold_12_984420_984421_-
360 scaffold_12 1012868 1012909 - No_gene NA NA NA 42 25120 -2.03916395962717 scaffold_12_1012868_1012909_-
361 scaffold_12 1209787 1209806 - No_gene NA NA NA 20 3073 -2.41828620333939 scaffold_12_1209787_1209806_-
362 scaffold_12 1209836 1209843 - No_gene NA NA NA 8 1837 -1.42686207400566 scaffold_12_1209836_1209843_-
363 scaffold_12 1239301 1239302 - No_gene NA NA NA 2 300 -0.376483427695898 scaffold_12_1239301_1239302_-
364 scaffold_12 1387159 1387160 - No_gene NA NA NA 2 706 -0.637266816157382 scaffold_12_1387159_1387160_-
365 scaffold_12 1402345 1402349 - No_gene NA NA NA 5 4201 0.595745568368572 scaffold_12_1402345_1402349_-
366 scaffold_12 1743155 1743156 - No_gene NA NA NA 2 409 1.40281827478021 scaffold_12_1743155_1743156_-
367 scaffold_12 1749989 1749990 - No_gene NA NA NA 2 695 -1.02005973456268 scaffold_12_1749989_1749990_-
368 scaffold_120 305212 305217 + No_gene NA NA NA 6 13667 -0.0327708825808055 scaffold_120_305212_305217_+
369 scaffold_120 309679 309697 + No_gene NA NA NA 19 2645 -2.0976330904993 scaffold_120_309679_309697_+
370 scaffold_120 309717 309718 + No_gene NA NA NA 2 3570 -1.99510352171401 scaffold_120_309717_309718_+
371 scaffold_121 47225 47244 + No_gene NA NA NA 20 3691 -1.88085757359497 scaffold_121_47225_47244_+
372 scaffold_121 123876 123881 - No_gene NA NA NA 6 742 0.408367433047542 scaffold_121_123876_123881_-
373 scaffold_121 164656 164657 - No_gene NA NA NA 2 632 -0.334413840902043 scaffold_121_164656_164657_-
374 scaffold_121 203497 203503 - No_gene NA NA NA 7 1944 0.340712535552057 scaffold_121_203497_203503_-
375 scaffold_121 224858 224862 - No_gene NA NA NA 5 2192 -0.0730454070633431 scaffold_121_224858_224862_-
376 scaffold_121 281738 281748 - No_gene NA NA NA 11 3678 -1.41367866912079 scaffold_121_281738_281748_-
377 scaffold_121 282819 282820 - No_gene NA NA NA 2 500 0.0826321264708139 scaffold_121_282819_282820_-
378 scaffold_121 339619 339625 - No_gene NA NA NA 7 1002 -0.383552231016515 scaffold_121_339619_339625_-
379 scaffold_121 361132 361151 - No_gene NA NA NA 20 2418 -1.37063388959225 scaffold_121_361132_361151_-
380 scaffold_121 373255 373259 - No_gene NA NA NA 5 365 -0.182381407857916 scaffold_121_373255_373259_-
381 scaffold_123 108745 108754 + No_gene NA NA NA 10 17311 0.595475689514149 scaffold_123_108745_108754_+
382 scaffold_123 109103 109104 + No_gene NA NA NA 2 259 0.700443056384014 scaffold_123_109103_109104_+
383 scaffold_123 204712 204716 + No_gene NA NA NA 5 403 -0.082490572810257 scaffold_123_204712_204716_+
384 scaffold_123 51359 51378 - No_gene NA NA NA 20 471 -0.793006983331067 scaffold_123_51359_51378_-
385 scaffold_123 52028 52032 - No_gene NA NA NA 5 9784 0.798547720929808 scaffold_123_52028_52032_-
386 scaffold_123 165922 165923 - No_gene NA NA NA 2 695 0.943297260689449 scaffold_123_165922_165923_-
387 scaffold_125 92643 92644 - No_gene NA NA NA 2 444 0.479333796845834 scaffold_125_92643_92644_-
388 scaffold_126 145516 145517 - No_gene NA NA NA 2 505 0.741342091322982 scaffold_126_145516_145517_-
389 scaffold_12610 695 699 - No_gene NA NA NA 5 810 0.0947142176190023 scaffold_12610_695_699_-
390 scaffold_128 214042 214043 + No_gene NA NA NA 2 1168 0.437007900218214 scaffold_128_214042_214043_+
391 scaffold_128 219104 219115 + No_gene NA NA NA 12 4543 -0.482545589379093 scaffold_128_219104_219115_+
392 scaffold_129 52464 52508 + No_gene NA NA NA 45 236512 0.24292691323408 scaffold_129_52464_52508_+
393 scaffold_129 52528 52539 + No_gene NA NA NA 12 237671 0.200864355173016 scaffold_129_52528_52539_+
394 scaffold_129 52962 52965 + No_gene NA NA NA 4 1039 -1.76269964119275 scaffold_129_52962_52965_+
395 scaffold_129 53192 53201 + No_gene NA NA NA 10 1707 -0.0169781047432838 scaffold_129_53192_53201_+
396 scaffold_129 56094 56122 + No_gene NA NA NA 29 2153 -1.80235589568518 scaffold_129_56094_56122_+
397 scaffold_129 244716 244721 + No_gene NA NA NA 6 1789 0.117302915599627 scaffold_129_244716_244721_+
398 scaffold_129 257526 257588 - No_gene NA NA NA 63 5853 -3.10096594889549 scaffold_129_257526_257588_-
399 scaffold_129 278108 278109 - No_gene NA NA NA 2 538 0.291721597253836 scaffold_129_278108_278109_-
400 scaffold_13 281796 281800 + No_gene NA NA NA 5 1948 0.00514701826501995 scaffold_13_281796_281800_+
401 scaffold_13 327434 327440 + No_gene NA NA NA 7 4632 -0.267621615940669 scaffold_13_327434_327440_+
402 scaffold_13 578662 578663 + No_gene NA NA NA 2 4516 1.30045664870814 scaffold_13_578662_578663_+
403 scaffold_13 586676 586680 + No_gene NA NA NA 5 774 -1.26970060321463 scaffold_13_586676_586680_+
404 scaffold_13 628298 628299 + No_gene NA NA NA 2 1316 0.441537946943679 scaffold_13_628298_628299_+
405 scaffold_13 677399 677409 + No_gene NA NA NA 11 2077 -0.434153282478254 scaffold_13_677399_677409_+
406 scaffold_13 869104 869109 + No_gene NA NA NA 6 3762 -0.511508025300826 scaffold_13_869104_869109_+
407 scaffold_13 880542 880558 + No_gene NA NA NA 17 3814 -0.182926731923903 scaffold_13_880542_880558_+
408 scaffold_13 960730 960731 + No_gene NA NA NA 2 426 0.358988331188543 scaffold_13_960730_960731_+
409 scaffold_13 1212264 1212265 + No_gene NA NA NA 2 516 0.782100649510692 scaffold_13_1212264_1212265_+
410 scaffold_13 1375582 1375589 + No_gene NA NA NA 8 38138 0.26209490287019 scaffold_13_1375582_1375589_+
411 scaffold_13 1376037 1376054 + No_gene NA NA NA 18 3473 0.677938052345106 scaffold_13_1376037_1376054_+
412 scaffold_13 1376323 1376324 + No_gene NA NA NA 2 752 -1.60876160722118 scaffold_13_1376323_1376324_+
413 scaffold_13 1376473 1376476 + No_gene NA NA NA 4 883 -0.949064401600977 scaffold_13_1376473_1376476_+
414 scaffold_13 1392354 1392362 + No_gene NA NA NA 9 3212 -0.418864039492931 scaffold_13_1392354_1392362_+
415 scaffold_13 1397444 1397456 + No_gene NA NA NA 13 19667 0.186931821412524 scaffold_13_1397444_1397456_+
416 scaffold_13 1616800 1616801 + No_gene NA NA NA 2 679 0.67358107253809 scaffold_13_1616800_1616801_+
417 scaffold_13 1624501 1624502 + No_gene NA NA NA 2 1438 0.986603866245199 scaffold_13_1624501_1624502_+
418 scaffold_13 1624556 1624557 + No_gene NA NA NA 2 755 1.170781272302 scaffold_13_1624556_1624557_+
419 scaffold_13 1848275 1848276 + No_gene NA NA NA 2 526 1.04066513822012 scaffold_13_1848275_1848276_+
420 scaffold_13 429152 429158 - No_gene NA NA NA 7 5999 -0.521724492405168 scaffold_13_429152_429158_-
421 scaffold_13 429181 429182 - No_gene NA NA NA 2 505 -0.0537955420917258 scaffold_13_429181_429182_-
422 scaffold_13 515012 515015 - No_gene NA NA NA 4 4223 0.931931136371956 scaffold_13_515012_515015_-
423 scaffold_13 568951 568956 - No_gene NA NA NA 6 4999 0.127526300844045 scaffold_13_568951_568956_-
424 scaffold_13 719269 719281 - No_gene NA NA NA 13 725 -1.18755404372866 scaffold_13_719269_719281_-
425 scaffold_13 854553 854554 - No_gene NA NA NA 2 476 0.437684120594147 scaffold_13_854553_854554_-
426 scaffold_13 1059639 1059655 - No_gene NA NA NA 17 2110 -2.59018190382945 scaffold_13_1059639_1059655_-
427 scaffold_13 1059692 1059744 - No_gene NA NA NA 53 6566 -2.92012373256728 scaffold_13_1059692_1059744_-
428 scaffold_13 1086090 1086105 - No_gene NA NA NA 16 2360 -2.56745401605144 scaffold_13_1086090_1086105_-
429 scaffold_13 1086130 1086131 - No_gene NA NA NA 2 1113 -1.25898608234027 scaffold_13_1086130_1086131_-
430 scaffold_13 1145629 1145633 - No_gene NA NA NA 5 6746 0.474954906749669 scaffold_13_1145629_1145633_-
431 scaffold_13 1203561 1203564 - No_gene NA NA NA 4 1231 0.0787172552703053 scaffold_13_1203561_1203564_-
432 scaffold_13 1328830 1328831 - No_gene NA NA NA 2 556 0.357535118219132 scaffold_13_1328830_1328831_-
433 scaffold_13 1342820 1342821 - No_gene NA NA NA 2 1418 0.427266868617258 scaffold_13_1342820_1342821_-
434 scaffold_13 1426900 1426911 - No_gene NA NA NA 12 16145 0.208680119298471 scaffold_13_1426900_1426911_-
435 scaffold_13 1462776 1462781 - No_gene NA NA NA 6 978 0.435665284587039 scaffold_13_1462776_1462781_-
436 scaffold_13 1512101 1512102 - No_gene NA NA NA 2 421 0.673560103537511 scaffold_13_1512101_1512102_-
