chr start end strand gene gene_start gene_end gene_strand expression
446 scaffold_1 3252181 3252203 - JGI_V11_299950 3245008 3252359 - 218.343732829695
448 scaffold_1 3275378 3275473 - JGI_V11_220245 3274461 3275658 - 6796.27298603543
449 scaffold_1 3299013 3299048 - JGI_V11_232637 3298396 3299178 - 176.268693455161
452 scaffold_1 3398352 3398359 - JGI_V11_232652 3397911 3430435 - 5.03672904395067
454 scaffold_1 3752564 3752567 - JGI_V11_190307 3748973 3752980 - 16.9753410858548
455 scaffold_1 3752699 3752780 - JGI_V11_190307 3748973 3752980 - 511.92899691514
458 scaffold_1 3861572 3861623 - JGI_V11_300170 3857947 3861635 - 291.923142735637
458.1 scaffold_1 3861572 3861623 - JGI_V11_300171 3861568 3864016 - 291.923142735637
459 scaffold_1 3863748 3863820 - JGI_V11_300171 3861568 3864016 - 527.509762422861
460 scaffold_1 3877421 3877502 - JGI_V11_310020 3875317 3877535 - 155.10143467247
462 scaffold_1 3899140 3899242 - JGI_V11_40110 3897935 3899324 - 337.778341988527
463 scaffold_1 3914302 3914307 - JGI_V11_232717 3911490 3915938 - 16.8730739795738
464 scaffold_1 3914417 3914452 - JGI_V11_232717 3911490 3915938 - 254.912825048325
465 scaffold_1 3922451 3922531 - JGI_V11_300176 3919055 3922500 - 729.019116996871
468 scaffold_1 3977653 3977719 - JGI_V11_205523 3975971 3977913 - 413.225558518293
470 scaffold_1 4048772 4048777 - JGI_V11_300180 4046084 4048927 - 243.790779561149
472 scaffold_1 4131093 4131118 - JGI_V11_299977 4128242 4131262 - 134.570106496337
475 scaffold_1 4157544 4157564 - JGI_V11_94531 4156510 4160346 - 62.844689197752
477 scaffold_1 4163484 4163572 - JGI_V11_186991 4160749 4163676 - 361.879265905781
478 scaffold_1 4187142 4187295 - JGI_V11_299980 4185119 4187473 - 938.41131131665
479 scaffold_1 4189640 4189661 - JGI_V11_299981 4187480 4189871 - 93.0603097830742
480 scaffold_1 4192389 4192464 - JGI_V11_310068 4191634 4192496 - 430.10874561104
489 scaffold_10 89703 89753 + JGI_V11_98603 89679 91159 + 182.638221606186
492 scaffold_10 122097 122126 + JGI_V11_300342 121939 124417 + 1163.16183441276
495 scaffold_10 223561 223565 + JGI_V11_300344 222392 228688 + 79.512294896319
496 scaffold_10 271945 271994 + JGI_V11_300346 271783 275312 + 750.718188415897
497 scaffold_10 278093 278195 + JGI_V11_313807 275362 282503 + 1309.44876937296
498 scaffold_10 280501 280505 + JGI_V11_313807 275362 282503 + 5.94884980641451
499 scaffold_10 286291 286296 + JGI_V11_300347 286121 288677 + 40.9079354535398
500 scaffold_10 307502 307636 + JGI_V11_300212 307331 308984 + 1879.09855257
501 scaffold_10 307727 307748 + JGI_V11_300212 307331 308984 + 35.9200112054036
502 scaffold_10 308202 308216 + JGI_V11_300212 307331 308984 + 11.824121770009
503 scaffold_10 321045 321088 + JGI_V11_208840 320754 322121 + 146.259905140991
504 scaffold_10 380379 380380 + JGI_V11_300356 379799 384727 + 27.7569472935454
505 scaffold_10 385731 385767 + JGI_V11_300219 385576 388695 + 704.365576581433
506 scaffold_10 411098 411121 + JGI_V11_300225 411113 412462 + 69.7444446689677
507 scaffold_10 417346 417356 + JGI_V11_313850 415315 418380 + 88.8493947071644
508 scaffold_10 425252 425255 + JGI_V11_300228 425093 426389 + 118.774864909978
509 scaffold_10 430188 430192 + JGI_V11_300229 430027 431418 + 43.0023330561415
511 scaffold_10 457118 457140 + JGI_V11_300361 456895 458160 + 171.351045883177
512 scaffold_10 462089 462118 + JGI_V11_46184 462097 462998 + 97.4790897045005
513 scaffold_10 476928 476981 + JGI_V11_313869 476752 478044 + 244.794199223129
514 scaffold_10 493618 493647 + JGI_V11_300366 493356 495685 + 281.578026949565
515 scaffold_10 493947 493951 + JGI_V11_300366 493356 495685 + 53.789801641546
516 scaffold_10 494734 494747 + JGI_V11_300366 493356 495685 + 6.3895053476304
517 scaffold_10 521208 521212 + JGI_V11_300240 521007 522002 + 71.832350193432
518 scaffold_10 522696 522713 + JGI_V11_300241 522506 523588 + 23580.0832573069
519 scaffold_10 522836 523092 + JGI_V11_300241 522506 523588 + 4696.67869358968
520 scaffold_10 548312 548321 + JGI_V11_237688 540986 549585 + 262.535579957168
521 scaffold_10 583534 583541 + JGI_V11_237695 582935 586658 + 971.036991957361
522 scaffold_10 599027 599060 + JGI_V11_300372 598624 599751 + 565.725854405463
523 scaffold_10 600315 600322 + JGI_V11_313904 600197 601089 + 657.514754959008
525 scaffold_10 624408 624431 + JGI_V11_300247 624178 626342 + 5.21040935581104
529 scaffold_10 644257 644277 + JGI_V11_313916 644169 648398 + 42.2622912867226
530 scaffold_10 661025 661027 + JGI_V11_313921 660876 662175 + 229.665274189826
531 scaffold_10 662841 662846 + JGI_V11_299530 662644 663920 + 179.437431405205
532 scaffold_10 666588 666593 + JGI_V11_313924 666444 669092 + 112.274748443486
533 scaffold_10 670066 670072 + JGI_V11_300252 669854 671481 + 82.946623706856
535 scaffold_10 673526 673544 + JGI_V11_300377 673232 675372 + 128.343165583414
536 scaffold_10 673717 673728 + JGI_V11_300377 673232 675372 + 11.9360028497443
537 scaffold_10 674270 674404 + JGI_V11_300377 673232 675372 + 54.3226839289226
538 scaffold_10 679474 679539 + JGI_V11_300253 679326 680623 + 107.471957384229
539 scaffold_10 690674 690690 + JGI_V11_300254 690353 691731 + 8.59278305370985
540 scaffold_10 698638 698653 + JGI_V11_313938 698500 710025 + 222.561763975882
541 scaffold_10 722814 722835 + JGI_V11_237736 713692 727943 + 18.6763986199952
543 scaffold_10 793530 793552 + JGI_V11_98761 793515 798551 + 44.1528370542706
544 scaffold_10 831418 831497 + JGI_V11_313964 831358 833976 + 40.6385742629626
547 scaffold_10 881543 881627 + JGI_V11_300259 881395 884915 + 10268.3337210153
548 scaffold_10 882461 882468 + JGI_V11_300259 881395 884915 + 179.777784602583
549 scaffold_10 882665 882798 + JGI_V11_300259 881395 884915 + 5450.52115590096
550 scaffold_10 882904 882957 + JGI_V11_300259 881395 884915 + 432.406451216064
551 scaffold_10 883069 883107 + JGI_V11_300259 881395 884915 + 579.915261722763
552 scaffold_10 883447 883476 + JGI_V11_300259 881395 884915 + 101.1424976851
553 scaffold_10 883617 883867 + JGI_V11_300259 881395 884915 + 2097.00025268506
554 scaffold_10 884104 884175 + JGI_V11_300259 881395 884915 + 1060.76088719929
555 scaffold_10 884300 884440 + JGI_V11_300259 881395 884915 + 122.832878180257
556 scaffold_10 887357 887367 + JGI_V11_300386 887198 890090 + 166.463932752386
557 scaffold_10 887583 887587 + JGI_V11_300386 887198 890090 + 107.763593982556
558 scaffold_10 908410 908451 + JGI_V11_237781 905487 908957 + 99.2918496889391
559 scaffold_10 920904 920944 + JGI_V11_237784 914095 923512 + 1954.71313465008
560 scaffold_10 925170 925182 + JGI_V11_230543 924975 928141 + 11.8937190088518
561 scaffold_10 928060 928062 + JGI_V11_230543 924975 928141 + 303.97059616736
561.1 scaffold_10 928060 928062 + JGI_V11_300266 927860 930074 + 303.97059616736
562 scaffold_10 932277 932311 + JGI_V11_45729 932129 933608 + 119.681968796215
563 scaffold_10 937360 937392 + JGI_V11_237791 937285 943280 + 588.976036516859
564 scaffold_10 966114 966121 + JGI_V11_300269 965918 967650 + 875.270958219731
565 scaffold_10 966344 966428 + JGI_V11_300269 965918 967650 + 59.6917207630298
566 scaffold_10 969115 969121 + JGI_V11_300270 968916 970669 + 790.351343869895
567 scaffold_10 969441 969451 + JGI_V11_300270 968916 970669 + 5.28786649459068
568 scaffold_10 974159 974166 + JGI_V11_313997 974007 974810 + 866.095574139337
569 scaffold_10 988023 988026 + JGI_V11_313999 987889 989360 + 20.860527155677
570 scaffold_10 1003184 1003275 + JGI_V11_300392 1003182 1007224 + 500.671877343033
571 scaffold_10 1043270 1043301 + JGI_V11_208935 1042963 1045020 + 186.268896656824
572 scaffold_10 1051333 1051342 + JGI_V11_300397 1051159 1053086 + 535.811275823735
573 scaffold_10 1061780 1061805 + JGI_V11_314024 1061386 1062109 + 20.2745902868409
573.1 scaffold_10 1061780 1061805 + JGI_V11_237819 1061786 1064825 + 20.2745902868409
576 scaffold_10 1233381 1233386 + JGI_V11_237865 1233218 1235532 + 27.4576194822972
577 scaffold_10 1256108 1256125 + JGI_V11_314084 1255993 1256933 + 157.059669773876
578 scaffold_10 1266134 1266216 + JGI_V11_300286 1266015 1267754 + 177.291437490795
582 scaffold_10 1324016 1324020 + JGI_V11_237894 1321650 1325840 + 115.68941656261
583 scaffold_10 1325078 1325151 + JGI_V11_237894 1321650 1325840 + 39.2902335969516
584 scaffold_10 1342224 1342241 + JGI_V11_314111 1342102 1343923 + 261.556999719938
585 scaffold_10 1346967 1346991 + JGI_V11_314112 1343519 1346977 + 216.694196049904
585.1 scaffold_10 1346967 1346991 + JGI_V11_314113 1346806 1348668 + 216.694196049904
586 scaffold_10 1354356 1354361 + JGI_V11_98890 1352054 1354535 + 459.839609057718
586.1 scaffold_10 1354356 1354361 + JGI_V11_300289 1354160 1355202 + 459.839609057718
587 scaffold_10 1356487 1356507 + JGI_V11_230544 1356291 1357885 + 100.471101422538
588 scaffold_10 1357582 1357814 + JGI_V11_230544 1356291 1357885 + 548.630809372205
588.1 scaffold_10 1357582 1357814 + JGI_V11_230545 1357458 1358940 + 548.630809372205
589 scaffold_10 1362522 1362532 + JGI_V11_314121 1362322 1365373 + 90.7302578707214
592 scaffold_10 1370886 1370890 + JGI_V11_300421 1369334 1371908 + 28.7151716949212
593 scaffold_10 1371142 1371145 + JGI_V11_300421 1369334 1371908 + 43.3707076281818
595 scaffold_10 1419400 1419416 + JGI_V11_45779 1419174 1420122 + 97.7104509431532
596 scaffold_10 1419744 1419817 + JGI_V11_45779 1419174 1420122 + 106.200625173347
597 scaffold_10 1444345 1444397 + JGI_V11_237928 1444311 1447401 + 231.649823675643
598 scaffold_10 1453259 1453294 + JGI_V11_300294 1453072 1454987 + 112.990096089853
600 scaffold_10 1509198 1509210 + JGI_V11_222611 1509034 1512467 + 112.94203029418
604 scaffold_10 1546410 1546428 + JGI_V11_222617 1546221 1549551 + 109.746808335926
605 scaffold_10 1549740 1549756 + JGI_V11_230549 1549555 1553204 + 132.071846794907
606 scaffold_10 1576261 1576270 + JGI_V11_300303 1576048 1578866 + 253.817047789459
607 scaffold_10 1627308 1627312 + JGI_V11_300305 1627113 1630234 + 314.360713018229
609 scaffold_10 1759022 1759070 + JGI_V11_300446 1758852 1760370 + 3194.87830526522
610 scaffold_10 1765220 1765288 + JGI_V11_300448 1765030 1768768 + 411.863824798049
611 scaffold_10 1770443 1770459 + JGI_V11_230556 1770236 1771662 + 132.626402921963
612 scaffold_10 1804608 1804763 + JGI_V11_230557 1804528 1806199 + 311.622812889836
614 scaffold_10 1829845 1829878 + JGI_V11_99002 1829707 1832936 + 351.022571032633
615 scaffold_10 1830980 1831011 + JGI_V11_99002 1829707 1832936 + 45.5384837828165
616 scaffold_10 1831878 1831915 + JGI_V11_99002 1829707 1832936 + 8.37245528310191
617 scaffold_10 1833803 1833815 + JGI_V11_99003 1833348 1839799 + 66.5719593438529
618 scaffold_10 1834012 1834031 + JGI_V11_99003 1833348 1839799 + 616.312247078363
619 scaffold_10 1835583 1835584 + JGI_V11_99003 1833348 1839799 + 67.5921954432551
623 scaffold_10 1885076 1885098 + JGI_V11_300455 1884894 1887833 + 46.4776980845441
626 scaffold_10 1905936 1905984 + JGI_V11_314252 1905745 1906955 + 3085.2786017974
627 scaffold_10 1906140 1906155 + JGI_V11_314252 1905745 1906955 + 19.6592056487522
628 scaffold_10 1912756 1912760 + JGI_V11_300459 1912601 1914058 + 62.3833687200329
629 scaffold_10 1937559 1937563 + JGI_V11_45999 1937556 1940609 + 34.7210704675851
631 scaffold_10 2055575 2055587 + JGI_V11_209101 2055386 2057049 + 5.90513060325251
632 scaffold_10 2057092 2057141 + JGI_V11_193992 2056908 2058668 + 108.547724777631
635 scaffold_10 2069521 2069536 + JGI_V11_300463 2068880 2072353 + 11.1473466615544
636 scaffold_10 2072279 2072315 + JGI_V11_300463 2068880 2072353 + 12.39531453408
636.1 scaffold_10 2072279 2072315 + JGI_V11_314277 2072130 2075412 + 12.39531453408
637 scaffold_10 2089395 2089407 + JGI_V11_99055 2089340 2090316 + 132.203163955959
638 scaffold_10 2089559 2089561 + JGI_V11_99055 2089340 2090316 + 15.5888412938854
639 scaffold_10 2100078 2100132 + JGI_V11_300466 2100078 2102536 + 1206.71499938673
640 scaffold_10 2105463 2105487 + JGI_V11_238096 2104846 2107621 + 529.817805920741
641 scaffold_10 2114572 2114676 + JGI_V11_314290 2114379 2116135 + 63.1102850340136
642 scaffold_10 2120364 2120368 + JGI_V11_238102 2118862 2137006 + 46.1852342156757
643 scaffold_10 3912 3914 - JGI_V11_127566 2241 4013 - 311.657321938435
644 scaffold_10 7759 7778 - JGI_V11_313764 4260 10237 - 26.5734192019625
645 scaffold_10 8322 8356 - JGI_V11_313764 4260 10237 - 39.9833140769689
646 scaffold_10 9153 9154 - JGI_V11_313764 4260 10237 - 24.3438035113362
647 scaffold_10 10018 10084 - JGI_V11_313764 4260 10237 - 1070.27622821688
648 scaffold_10 18391 18417 - JGI_V11_313766 15844 18402 - 88.3950551361166
650 scaffold_10 99619 99709 - JGI_V11_237569 96861 99914 - 695.172615504338
651 scaffold_10 110401 110429 - JGI_V11_300203 107887 110627 - 1726.0127351437
652 scaffold_10 198940 198953 - JGI_V11_300343 196085 199153 - 309.66760099122
654 scaffold_10 230530 230533 - JGI_V11_300208 229667 230733 - 29.0508150773726
657 scaffold_10 271137 271138 - JGI_V11_98627 269952 271518 - 89.6030296347848
658 scaffold_10 271254 271258 - JGI_V11_98627 269952 271518 - 73.9231562554591
659 scaffold_10 271407 271426 - JGI_V11_98627 269952 271518 - 27.9238624963944
661 scaffold_10 297488 297503 - JGI_V11_313810 295593 297534 - 44.7389431871015
662 scaffold_10 301989 301990 - JGI_V11_313811 299657 302419 - 63.9501795269809
663 scaffold_10 302184 302280 - JGI_V11_313811 299657 302419 - 693.664412876239
666 scaffold_10 324275 324300 - JGI_V11_313818 322015 324369 - 122.056368943619
667 scaffold_10 331923 331959 - JGI_V11_300353 329216 332022 - 147.952583074344
671 scaffold_10 377919 377959 - JGI_V11_313834 375029 378019 - 84.9898516311351
674 scaffold_10 400664 400668 - JGI_V11_313841 399543 400858 - 11.549346931501
674.1 scaffold_10 400664 400668 - JGI_V11_300222 400607 402214 - 11.549346931501
676 scaffold_10 474851 474856 - JGI_V11_46150 465736 476308 - 145.413900580494
678 scaffold_10 479816 479820 - JGI_V11_300234 477936 480019 - 82.112784999923
679 scaffold_10 486782 486786 - JGI_V11_300363 485057 486952 - 13.4931894933809
680 scaffold_10 489025 489028 - JGI_V11_300364 487376 489200 - 419.168677059756
680.1 scaffold_10 489025 489028 - JGI_V11_300235 488930 490650 - 419.168677059756
681 scaffold_10 489917 489935 - JGI_V11_300235 488930 490650 - 8.17299784539344
682 scaffold_10 499525 499529 - JGI_V11_300367 498347 499652 - 310.71681751569
683 scaffold_10 506358 506362 - JGI_V11_300368 505414 506482 - 116.787679743552
684 scaffold_10 520586 520707 - JGI_V11_300239 520042 521079 - 330.749427249942
685 scaffold_10 520875 520898 - JGI_V11_300239 520042 521079 - 7543.28662621959
686 scaffold_10 524232 524292 - JGI_V11_300242 523813 524931 - 125.228013721328
687 scaffold_10 524420 524545 - JGI_V11_300242 523813 524931 - 567.015767559026
688 scaffold_10 524722 524735 - JGI_V11_300242 523813 524931 - 14499.4456400541
691 scaffold_10 539509 539538 - JGI_V11_300243 538659 539730 - 81.1171747871242
691.1 scaffold_10 539509 539538 - JGI_V11_313893 539394 541396 - 81.1171747871242
692 scaffold_10 540969 541046 - JGI_V11_313893 539394 541396 - 104.897291861961
693 scaffold_10 578020 578030 - JGI_V11_313898 574540 578173 - 132.469155091131
694 scaffold_10 608000 608001 - JGI_V11_237704 605153 612881 - 33.4027133235032
695 scaffold_10 624035 624160 - JGI_V11_193775 620605 624232 - 840.306350214697
696 scaffold_10 650359 650390 - JGI_V11_313917 649740 650536 - 1436.92125927205
698 scaffold_10 678416 678423 - JGI_V11_313927 677665 678775 - 11.7875357275251
699 scaffold_10 678597 678612 - JGI_V11_313927 677665 678775 - 51.3891242521053
700 scaffold_10 689217 689251 - JGI_V11_222523 688720 689833 - 24.7474450004164
702 scaffold_10 763307 763312 - JGI_V11_237740 755150 763401 - 111.953969693037
702.1 scaffold_10 763307 763312 - JGI_V11_237741 763250 767941 - 111.953969693037
703 scaffold_10 767905 767909 - JGI_V11_237741 763250 767941 - 48.0038013499712
704 scaffold_10 808216 808250 - JGI_V11_300382 807685 808682 - 21.3717937489707
705 scaffold_10 808364 808395 - JGI_V11_300382 807685 808682 - 34.8775937992597
706 scaffold_10 808538 808545 - JGI_V11_300382 807685 808682 - 876.85314403217
707 scaffold_10 809717 809896 - JGI_V11_222529 809191 810195 - 23.4649075697461
708 scaffold_10 810044 810051 - JGI_V11_222529 809191 810195 - 2794.25406131618
709 scaffold_10 813128 813135 - JGI_V11_313959 812351 822256 - 158.468778121685
712 scaffold_10 878753 878802 - JGI_V11_98778 875329 878845 - 134.245778658562
713 scaffold_10 881177 881215 - JGI_V11_230537 880098 881403 - 911.187731857307
714 scaffold_10 885724 885764 - JGI_V11_300260 884588 885928 - 66.2556907899726
715 scaffold_10 924290 924315 - JGI_V11_230542 922994 925153 - 142.245907323919
716 scaffold_10 924848 924955 - JGI_V11_230542 922994 925153 - 884.326606880418
719 scaffold_10 953161 953162 - JGI_V11_98802 951703 953339 - 6.18432376996377
720 scaffold_10 956343 956370 - JGI_V11_313994 954320 957218 - 45.0857769934297
721 scaffold_10 957065 957072 - JGI_V11_313994 954320 957218 - 982.469922790397
722 scaffold_10 958759 958788 - JGI_V11_237796 958612 966335 - 26.7359860072991
723 scaffold_10 962078 962086 - JGI_V11_237796 958612 966335 - 2493.54081133852
724 scaffold_10 975920 975924 - JGI_V11_237799 974794 978254 - 94.8454344353079
725 scaffold_10 999392 999422 - JGI_V11_314003 997526 999535 - 81.8922519251794
726 scaffold_10 1022419 1022441 - JGI_V11_314008 1020543 1022551 - 326.786299410206
728 scaffold_10 1046784 1046810 - JGI_V11_98818 1044718 1046854 - 111.837941232452
729 scaffold_10 1049985 1049997 - JGI_V11_300275 1049240 1050288 - 10.6690818578169
730 scaffold_10 1050102 1050112 - JGI_V11_300275 1049240 1050288 - 117.022792814857
731 scaffold_10 1086301 1086302 - JGI_V11_300279 1084356 1086822 - 31.6583723571735
732 scaffold_10 1086548 1086701 - JGI_V11_300279 1084356 1086822 - 1447.56752533083
733 scaffold_10 1086782 1086851 - JGI_V11_300279 1084356 1086822 - 781.09305601943
733.1 scaffold_10 1086782 1086851 - JGI_V11_187637 1086777 1090890 - 781.09305601943
735 scaffold_10 1134153 1134157 - JGI_V11_300280 1132147 1134804 - 5.57163054303576
736 scaffold_10 1134598 1134606 - JGI_V11_300280 1132147 1134804 - 471.914847910075
736.1 scaffold_10 1134598 1134606 - JGI_V11_222572 1134592 1136373 - 471.914847910075
737 scaffold_10 1166493 1166499 - JGI_V11_237847 1165436 1168218 - 70.6842641187241
738 scaffold_10 1171523 1171536 - JGI_V11_314056 1167855 1175659 - 68.3270388230478
739 scaffold_10 1175462 1175467 - JGI_V11_314056 1167855 1175659 - 674.993534989907
740 scaffold_10 1183186 1183208 - JGI_V11_314059 1180660 1183362 - 143.116773278667
741 scaffold_10 1188952 1188958 - JGI_V11_98854 1187297 1189113 - 124.468611898166
742 scaffold_10 1201179 1201185 - JGI_V11_98857 1198123 1202118 - 71.1637552966066
744 scaffold_10 1246843 1246845 - JGI_V11_314077 1244468 1247046 - 25.6709166361638
747 scaffold_10 1293820 1293912 - JGI_V11_98876 1290697 1294007 - 261.265133039433
748 scaffold_10 1331890 1331905 - JGI_V11_237897 1331849 1334235 - 477.460073136979
751 scaffold_10 1366350 1366360 - JGI_V11_300291 1365657 1366560 - 2903.73815241648
752 scaffold_10 1368853 1368858 - JGI_V11_237910 1368201 1369018 - 191.477293827074
753 scaffold_10 1390340 1390359 - JGI_V11_208978 1389397 1392281 - 6.16917757702246
754 scaffold_10 1391191 1391363 - JGI_V11_208978 1389397 1392281 - 374.47214813575
755 scaffold_10 1391965 1392087 - JGI_V11_208978 1389397 1392281 - 3090.34012202634
757 scaffold_10 1402838 1402945 - JGI_V11_314139 1394582 1402927 - 703.739958168634
759 scaffold_10 1418721 1418790 - JGI_V11_300422 1413041 1419086 - 439.173649052809
