chr	start	end	breadth	score	strand	nTSSs	SI
412	scaffold_1	3752741	3752779	39	3	-	4780	-2.3028932134098
413	scaffold_1	3765599	3765600	2	1	-	944	-1.591512051199
414	scaffold_1	3850588	3850589	2	1	-	833	0.356166119806638
415	scaffold_1	3861603	3861619	17	3	-	2370	-0.731368184554298
416	scaffold_1	3863777	3863812	36	3	-	5049	-2.24930546433672
417	scaffold_1	3877435	3877442	8	3	-	1621	-2.18158115716366
418	scaffold_1	3877463	3877464	2	1	-	959	-1.61525115140204
419	scaffold_1	3897521	3897544	24	3	-	1566	-1.78228995715271
420	scaffold_1	3899192	3899209	18	3	-	2925	-1.75458490149672
421	scaffold_1	3914417	3914425	9	3	-	2569	-0.493874691058168
422	scaffold_1	3922467	3922479	13	3	-	7364	-2.1114375191481
423	scaffold_1	3922510	3922524	15	3	-	2614	-1.47966963503732
424	scaffold_1	3959353	3959360	8	3	-	11246	0.888110256970695
425	scaffold_1	3970526	3970527	2	1	-	2344	-1.25881221557057
426	scaffold_1	3970566	3970573	8	3	-	2750	-1.71312095400515
427	scaffold_1	3977656	3977665	10	3	-	3211	-2.20788676479845
428	scaffold_1	3977707	3977712	6	3	-	2170	-0.619686703824892
429	scaffold_1	3980283	3980284	2	2	-	756	-0.0448385135904643
430	scaffold_1	4048773	4048777	5	3	-	2366	-0.351888502669347
431	scaffold_1	4117573	4117574	2	2	-	913	0.375716119546268
432	scaffold_1	4131094	4131095	2	3	-	1508	-0.269764600401104
433	scaffold_1	4155615	4155647	33	3	-	11064	-1.70675471610309
434	scaffold_1	4157544	4157545	2	2	-	864	-1.49847922769718
435	scaffold_1	4163502	4163509	8	3	-	1971	-2.54547228162671
436	scaffold_1	4163556	4163569	14	3	-	1775	-1.36261310714754
437	scaffold_1	4187177	4187260	84	3	-	10188	-3.64076509647161
438	scaffold_1	4189643	4189652	10	3	-	1237	-1.92378068781045
439	scaffold_1	4192422	4192453	32	3	-	4033	-2.31552072728539
440	scaffold_10	27600	27607	8	3	+	4327	-0.30147265465978
441	scaffold_10	38887	38888	2	1	+	866	0.672343843272338
442	scaffold_10	39109	39110	2	1	+	560	0.132465766286071
443	scaffold_10	39321	39351	31	2	+	1167	-1.07176983670265
444	scaffold_10	39519	39569	51	2	+	5634	-1.53149584247516
445	scaffold_10	41062	41066	5	2	+	1396	0.836859172348465
446	scaffold_10	49153	49157	5	2	+	865	1.09374188686796
447	scaffold_10	68155	68159	5	3	+	2439	0.102815626520451
448	scaffold_10	89728	89729	2	2	+	1813	-1.80890543804834
449	scaffold_10	93323	93328	6	3	+	1142	-1.0797548676472
450	scaffold_10	100164	100165	2	3	+	1526	0.286081845365273
451	scaffold_10	122101	122126	26	3	+	10894	0.457890099131217
452	scaffold_10	169980	169981	2	3	+	2309	1.42657501052541
453	scaffold_10	220343	220378	36	3	+	9882	-1.87702174231131
454	scaffold_10	223564	223565	2	3	+	821	0.154020315720241
455	scaffold_10	271984	271994	11	3	+	7865	-0.00961787132807901
456	scaffold_10	278100	278104	5	3	+	1033	-0.0551695082097488
457	scaffold_10	278188	278192	5	3	+	10660	0.667944731601662
458	scaffold_10	286291	286295	5	3	+	592	-0.168749760132703
459	scaffold_10	307522	307544	23	3	+	17620	-1.27083065429285
460	scaffold_10	321055	321061	7	3	+	1516	-0.717869371683096
461	scaffold_10	380379	380380	2	1	+	452	0.635247585955619
462	scaffold_10	385731	385767	37	3	+	6986	-1.77829170825702
463	scaffold_10	411119	411120	2	1	+	787	-0.163939656411124
464	scaffold_10	417349	417350	2	2	+	729	1.02011620884139
465	scaffold_10	425253	425255	3	2	+	1210	0.865404219771042
466	scaffold_10	430190	430191	2	1	+	494	-0.28322686552822
467	scaffold_10	454431	454436	6	3	+	1253	-1.9683703211488
468	scaffold_10	457129	457140	12	3	+	2163	-0.949546765765694
469	scaffold_10	462110	462111	2	3	+	901	-0.568803869878953
470	scaffold_10	476937	476965	29	3	+	2767	-2.44029680008894
471	scaffold_10	493618	493619	2	3	+	2414	1.43128971715562
472	scaffold_10	493947	493951	5	3	+	600	0.0978231634763618
473	scaffold_10	521208	521210	3	2	+	3555	0.684235824163637
474	scaffold_10	522704	522712	9	3	+	199330	0.829080942392046
475	scaffold_10	522836	522837	2	1	+	414	1.68274094574848
476	scaffold_10	522872	522880	9	1	+	1362	-0.996517420044066
477	scaffold_10	522904	523029	126	4	+	36347	-1.89747713280591
478	scaffold_10	523052	523059	8	2	+	9961	-1.00971524427033
479	scaffold_10	548312	548317	6	3	+	2356	0.358101992976989
480	scaffold_10	583534	583541	8	3	+	8618	0.716878436110399
481	scaffold_10	599027	599055	29	3	+	5105	-0.291629023496707
482	scaffold_10	600315	600319	5	3	+	5765	0.382556060412323
483	scaffold_10	610829	610831	3	3	+	2447	0.581417529496843
484	scaffold_10	626991	626992	2	3	+	1317	1.05137493070916
485	scaffold_10	630193	630194	2	3	+	2352	0.790354722970804
486	scaffold_10	635014	635021	8	3	+	24587	1.07716452724858
487	scaffold_10	661026	661027	2	3	+	2128	1.75528875647552
488	scaffold_10	662841	662846	6	3	+	5876	0.732224117741485
489	scaffold_10	666589	666593	5	3	+	1069	0.0972021851824356
490	scaffold_10	670071	670072	2	2	+	859	-0.418961951645955
491	scaffold_10	673199	673205	7	3	+	11286	-0.143666169719107
492	scaffold_10	673526	673532	7	3	+	1407	-0.876372014959505
493	scaffold_10	674360	674377	18	3	+	595	-0.11148910862196
494	scaffold_10	679492	679496	5	1	+	298	-1.44808346981945
495	scaffold_10	679526	679527	2	1	+	880	0.0151098211179128
496	scaffold_10	690674	690675	2	1	+	88	0.949065778367369
497	scaffold_10	698639	698643	5	3	+	2163	0.315450981745523
498	scaffold_10	722832	722835	4	3	+	370	-0.649859897703393
499	scaffold_10	732256	732257	2	1	+	273	1.29350862991355
500	scaffold_10	793534	793535	2	2	+	596	-0.644445562487792
501	scaffold_10	856874	856875	2	2	+	484	0.523877411770125
502	scaffold_10	878981	878995	15	3	+	1600	-0.926622455773267
503	scaffold_10	881559	881625	67	3	+	96720	0.386792914601519
504	scaffold_10	882462	882468	7	3	+	1927	-0.176558710541415
505	scaffold_10	882665	882776	112	3	+	51356	-1.66988631245083
506	scaffold_10	882904	882957	54	3	+	4406	-1.92810364553118
507	scaffold_10	883069	883105	37	3	+	6281	-1.23500250564287
508	scaffold_10	883466	883473	8	3	+	1175	-1.24846573609705
509	scaffold_10	883617	883618	2	2	+	476	0.738056755110764
510	scaffold_10	883656	883657	2	3	+	1742	-1.36536535376355
511	scaffold_10	883681	883682	2	3	+	2106	-1.57970741200083
512	scaffold_10	883737	883782	46	3	+	14807	-1.55152223185055
513	scaffold_10	883830	883867	38	3	+	4157	-2.12014103322208
514	scaffold_10	884119	884141	23	3	+	4309	-0.424558662357604
515	scaffold_10	884167	884175	9	3	+	7157	-0.833120479470178
516	scaffold_10	884312	884313	2	3	+	767	-0.544507189878301
517	scaffold_10	887360	887362	3	3	+	1326	0.945387366709039
518	scaffold_10	887584	887586	3	3	+	1027	0.580036704762723
519	scaffold_10	908425	908451	27	3	+	1273	-2.17852806774188
520	scaffold_10	920906	920914	9	3	+	18420	0.282929854348498
521	scaffold_10	928061	928062	2	3	+	2966	1.18286463871118
522	scaffold_10	932296	932297	2	2	+	1040	-1.32486398211684
523	scaffold_10	937370	937378	9	3	+	6568	-0.29936039145757
524	scaffold_10	966116	966121	6	3	+	7948	1.2833605507533
525	scaffold_10	969116	969121	6	3	+	7337	0.124324114368313
526	scaffold_10	974161	974166	6	3	+	7863	0.315256703019849
527	scaffold_10	988023	988026	4	3	+	372	0.0198447530299697
528	scaffold_10	1003224	1003267	44	3	+	5133	-2.55303431776866
529	scaffold_10	1043270	1043277	8	3	+	1540	-0.320847751639949
530	scaffold_10	1051336	1051338	3	3	+	4873	0.682706862478597
531	scaffold_10	1143962	1143963	2	3	+	681	0.871963549954236
532	scaffold_10	1233385	1233386	2	1	+	330	-0.815384292078702
533	scaffold_10	1256108	1256124	17	3	+	2904	-0.330417180725895
534	scaffold_10	1266134	1266135	2	1	+	509	0.881801126799009
535	scaffold_10	1266215	1266216	2	3	+	1276	0.481733947104986
536	scaffold_10	1273634	1273656	23	3	+	9772	0.551874082235264
537	scaffold_10	1285571	1285575	5	3	+	921	-0.745306148396483
538	scaffold_10	1296782	1296783	2	2	+	725	0.287580375343217
539	scaffold_10	1324019	1324020	2	3	+	1126	0.857792894269829
540	scaffold_10	1325144	1325145	2	1	+	482	0.410111603176167
541	scaffold_10	1342230	1342236	7	3	+	2375	-0.882209202416317
542	scaffold_10	1346973	1346987	15	3	+	1962	-1.35616090652331
543	scaffold_10	1354356	1354361	6	3	+	4352	0.419638712316314
544	scaffold_10	1356492	1356493	2	3	+	958	0.706007907241482
545	scaffold_10	1357582	1357586	5	3	+	981	0.200519640393912
546	scaffold_10	1357665	1357668	4	3	+	2410	-0.426905380156563
547	scaffold_10	1357724	1357725	2	1	+	525	0.283059626926817
548	scaffold_10	1357787	1357788	2	2	+	563	-0.258468032022576
549	scaffold_10	1357813	1357814	2	2	+	1783	-1.84608400812111
550	scaffold_10	1362525	1362527	3	3	+	938	-0.690819877545008
551	scaffold_10	1367596	1367597	2	3	+	2475	0.953753914811162
552	scaffold_10	1367717	1367718	2	1	+	450	1.40001467136732
553	scaffold_10	1370886	1370887	2	1	+	371	-0.137108799719759
554	scaffold_10	1371144	1371145	2	2	+	537	-0.421785438246244
555	scaffold_10	1419037	1419038	2	2	+	649	0.305415294506816
556	scaffold_10	1419400	1419401	2	3	+	910	0.351104169117877
557	scaffold_10	1419744	1419745	2	2	+	639	0.224193849996696
558	scaffold_10	1444345	1444355	11	3	+	4185	0.450832110162697
559	scaffold_10	1453262	1453269	8	3	+	965	-1.56652006547829
560	scaffold_10	1473610	1473615	6	3	+	4874	0.240248186231875
561	scaffold_10	1509205	1509210	6	3	+	1213	-1.30817505861646
562	scaffold_10	1518667	1518668	2	3	+	1476	0.936475753346669
563	scaffold_10	1527015	1527019	5	3	+	2518	-0.0277287328214473
564	scaffold_10	1546421	1546422	2	2	+	797	-1.03750367818884
565	scaffold_10	1549751	1549756	6	3	+	1299	0.297113417891429
566	scaffold_10	1576261	1576270	10	3	+	4209	0.0813305613242521
567	scaffold_10	1627308	1627312	5	3	+	3057	0.0645874372285882
568	scaffold_10	1630526	1630527	2	1	+	347	0.640543983626889
569	scaffold_10	1759022	1759059	38	3	+	30260	-0.0879377618833908
570	scaffold_10	1765227	1765285	59	3	+	6867	-2.48285717352009
571	scaffold_10	1770452	1770459	8	3	+	1406	-0.973498421232825
572	scaffold_10	1804694	1804700	7	3	+	880	-1.5494219861999
573	scaffold_10	1804728	1804753	26	3	+	3242	-2.50291131893301
574	scaffold_10	1829526	1829530	5	3	+	3887	0.219076134295348
575	scaffold_10	1829845	1829868	24	3	+	3265	-0.0700533148675446
576	scaffold_10	1830980	1830986	7	3	+	348	0.0556208912958642
577	scaffold_10	1833810	1833811	2	3	+	669	-0.0446688077029807
578	scaffold_10	1834025	1834031	7	3	+	6242	-0.445273107364516
579	scaffold_10	1835583	1835584	2	3	+	724	0.794046644917676
580	scaffold_10	1842964	1842972	9	3	+	1831	-0.246567714411376
581	scaffold_10	1878135	1878136	2	3	+	937	-1.07686282902191
582	scaffold_10	1896995	1896999	5	3	+	4928	0.44939675242614
583	scaffold_10	1903538	1903539	2	2	+	574	1.35268137802653
584	scaffold_10	1905937	1905944	8	3	+	26885	0.173810501473228
585	scaffold_10	1912756	1912757	2	2	+	682	0.187842464187737
586	scaffold_10	2005553	2005554	2	1	+	312	0.484234246093874
587	scaffold_10	2057134	2057141	8	3	+	1458	-1.89677544657288
588	scaffold_10	2062700	2062708	9	3	+	23860	-0.083167865670704
589	scaffold_10	2062916	2062917	2	1	+	394	0.25056629414169
590	scaffold_10	2089395	2089407	13	3	+	1341	-0.948636748589253
591	scaffold_10	2089559	2089560	2	1	+	380	-0.441971547021685
592	scaffold_10	2100109	2100128	20	3	+	11791	-0.434201733952525
593	scaffold_10	2105471	2105487	17	3	+	5202	-0.452115235291694
594	scaffold_10	2114672	2114675	4	3	+	741	-1.40183004786937
595	scaffold_10	2120367	2120368	2	1	+	557	-0.0997793228905071
596	scaffold_10	3912	3913	2	3	-	2850	1.49832703987707
597	scaffold_10	8323	8324	2	1	-	713	-1.59831736057054
598	scaffold_10	9153	9154	2	1	-	413	0.819665990205527
599	scaffold_10	10021	10022	2	1	-	1129	-0.497251497233786
600	scaffold_10	10065	10084	20	3	-	11165	-0.290977941393752
601	scaffold_10	18413	18414	2	1	-	576	-0.183624119445013
602	scaffold_10	74223	74224	2	3	-	1131	0.0685726452885986
603	scaffold_10	99673	99691	19	3	-	6539	-0.496975702774336
604	scaffold_10	110421	110428	8	3	-	16044	-0.138878781001851
605	scaffold_10	198950	198953	4	3	-	3039	0.643873395331629
606	scaffold_10	206684	206685	2	3	-	1283	0.783918814264811
607	scaffold_10	230531	230532	2	1	-	337	0.717704263180939
608	scaffold_10	268934	268936	3	3	-	2636	0.718910663134499
609	scaffold_10	271137	271138	2	3	-	1087	-0.301861599977748
610	scaffold_10	271254	271258	5	3	-	935	-0.868795921972799
611	scaffold_10	297488	297494	7	3	-	569	-0.585739804471468
612	scaffold_10	301989	301990	2	3	-	841	-0.184712611642866
613	scaffold_10	302194	302198	5	3	-	5489	-1.93708395357608
614	scaffold_10	302225	302250	26	3	-	4098	-2.09624247935363
615	scaffold_10	307247	307300	54	3	-	4946	-2.5444703922247
616	scaffold_10	314200	314206	7	3	-	1317	-1.52177192200715
617	scaffold_10	324285	324286	2	3	-	1048	-0.95343148638907
618	scaffold_10	331936	331937	2	3	-	1623	-0.865167567099618
619	scaffold_10	373308	373318	11	3	-	1710	-1.90986275288399
620	scaffold_10	373347	373348	2	1	-	443	-0.316843218226432
621	scaffold_10	373710	373729	20	3	-	1433	-2.32283262721459
622	scaffold_10	396098	396118	21	3	-	3598	-2.05700332678205
623	scaffold_10	452839	452862	24	3	-	2919	-2.0597733072843
624	scaffold_10	474855	474856	2	3	-	1333	0.654580973131111
625	scaffold_10	476491	476539	49	3	-	4690	-2.75329591760744
626	scaffold_10	479818	479819	2	3	-	766	0.206933361440854
627	scaffold_10	489025	489028	4	3	-	6751	0.841500815049663
628	scaffold_10	499525	499529	5	3	-	3133	0.928235475442053
629	scaffold_10	506358	506359	2	1	-	997	0.557005399857009
630	scaffold_10	520586	520620	35	2	-	2467	-1.59577711963336
631	scaffold_10	520652	520655	4	1	-	971	-0.754844465768156
632	scaffold_10	520875	520881	7	3	-	63236	0.736554499367485
633	scaffold_10	524291	524292	2	1	-	1081	1.07353722371279
634	scaffold_10	524420	524424	5	3	-	1090	-1.10433524857284
635	scaffold_10	524460	524508	49	3	-	4820	-1.29008433699722
636	scaffold_10	524532	524533	2	1	-	285	0.29086516256106
637	scaffold_10	524726	524734	9	3	-	122403	1.12183954019966
638	scaffold_10	530994	531000	7	3	-	1137	-0.726584359938104
639	scaffold_10	531986	531994	9	3	-	1297	-0.542875274831437
640	scaffold_10	539529	539530	2	1	-	739	-1.26968272080459
641	scaffold_10	578020	578030	11	3	-	1364	-0.108888032991548
642	scaffold_10	608000	608001	2	2	-	463	1.07192095480166
643	scaffold_10	624037	624055	19	3	-	4406	-1.82408456526392
644	scaffold_10	624085	624093	9	3	-	4727	-2.01864417619429
645	scaffold_10	624117	624131	15	3	-	4225	-1.8413198316399
646	scaffold_10	624153	624154	2	1	-	350	0.257162728320939
647	scaffold_10	650373	650390	18	3	-	12694	-0.843777769692105
648	scaffold_10	655270	655272	3	3	-	632	0.240798885306837
649	scaffold_10	678422	678423	2	1	-	99	1.01932344072752
650	scaffold_10	678599	678611	13	1	-	592	-0.766758824474707
651	scaffold_10	689217	689227	11	1	-	511	-1.95057157136922
652	scaffold_10	763307	763312	6	3	-	1146	-0.485935311871382
653	scaffold_10	767908	767909	2	1	-	602	-0.555832826098587
654	scaffold_10	808243	808244	2	1	-	288	-0.0245401199872837
655	scaffold_10	808391	808395	5	3	-	233	0.116673623633952
656	scaffold_10	808538	808543	6	3	-	10846	0.505610288069271
657	scaffold_10	810044	810050	7	3	-	24811	0.815955192022102
658	scaffold_10	813128	813135	8	3	-	1428	-0.641020131067042
659	scaffold_10	837793	837801	9	3	-	1635	-0.227993894357498
660	scaffold_10	854477	854478	2	3	-	1901	1.12544460651583
661	scaffold_10	878797	878802	6	3	-	584	-0.728206540439059
662	scaffold_10	881177	881215	39	3	-	9019	-1.55791122146513
663	scaffold_10	924306	924315	10	3	-	1523	-1.05214216955351
664	scaffold_10	924868	924873	6	3	-	1417	-1.34775949534457
665	scaffold_10	924919	924954	36	3	-	7415	-1.89183419237416
666	scaffold_10	927903	927944	42	3	-	5755	-2.14696309933259
667	scaffold_10	931168	931169	2	1	-	271	0.342075121466378
668	scaffold_10	956369	956370	2	1	-	303	1.03686293244796
669	scaffold_10	957065	957072	8	3	-	9452	0.347692658377007
670	scaffold_10	962080	962084	5	3	-	23278	0.704263428124195
671	scaffold_10	975920	975921	2	2	-	962	0.868878857045856
672	scaffold_10	999393	999409	17	3	-	1056	-2.01782527616368
673	scaffold_10	1022421	1022427	7	3	-	3411	-0.18438991926951
674	scaffold_10	1046795	1046810	16	3	-	1033	-0.766302508517782
675	scaffold_10	1050106	1050110	5	3	-	1131	-0.668024645158374
676	scaffold_10	1086301	1086302	2	2	-	497	0.890953248121197
677	scaffold_10	1086551	1086552	2	1	-	834	-2.07725561277051
678	scaffold_10	1086610	1086622	13	3	-	2881	-2.52140211832025
679	scaffold_10	1086665	1086680	16	3	-	11415	-0.0758007975811585
680	scaffold_10	1086782	1086845	64	3	-	7794	-2.52712335679692
681	scaffold_10	1093323	1093325	3	3	-	12241	-0.293552177546573
682	scaffold_10	1093351	1093352	2	1	-	326	1.03891161796374
683	scaffold_10	1134598	1134604	7	3	-	4569	0.26091165503959
684	scaffold_10	1166493	1166497	5	3	-	1003	-1.38533703079741
685	scaffold_10	1171533	1171534	2	1	-	844	-0.844142756153043
686	scaffold_10	1175462	1175466	5	3	-	6228	1.10528128880205
687	scaffold_10	1183207	1183208	2	3	-	1267	0.867788406292169
688	scaffold_10	1188952	1188956	5	3	-	1198	0.109801903767839
689	scaffold_10	1201179	1201184	6	3	-	683	-0.222000582664135
690	scaffold_10	1246844	1246845	2	1	-	488	-0.247659432166971
691	scaffold_10	1248280	1248283	4	3	-	628	-0.00311714958992804
692	scaffold_10	1293826	1293832	7	3	-	1205	-2.07927561778076
693	scaffold_10	1293887	1293891	5	3	-	1718	-1.80043547266572
694	scaffold_10	1293911	1293912	2	1	-	483	-0.255554611870453
695	scaffold_10	1331896	1331898	3	3	-	4482	0.542362287514103
696	scaffold_10	1360725	1360750	26	3	-	2727	-0.649693305125389
697	scaffold_10	1366355	1366360	6	3	-	26015	0.660389651591828
698	scaffold_10	1368853	1368857	5	3	-	1886	-0.358242808251804
699	scaffold_10	1391340	1391341	2	3	-	3174	0.141142756072085
700	scaffold_10	1391362	1391363	2	1	-	376	0.580972714218457
701	scaffold_10	1392000	1392006	7	3	-	1627	-0.690794796417218
702	scaffold_10	1392076	1392084	9	3	-	26910	-0.0897247443936688
703	scaffold_10	1393452	1393456	5	3	-	1741	-1.58943217224095
704	scaffold_10	1402886	1402934	49	3	-	6897	-2.90208837618515
705	scaffold_10	1418746	1418781	36	3	-	4139	-2.08960248648502
706	scaffold_10	1430521	1430532	12	3	-	3372	-0.995262282421451
707	scaffold_10	1435734	1435740	7	3	-	6518	0.871086410152002
708	scaffold_10	1438640	1438672	33	3	-	6613	-3.15125564881954
709	scaffold_10	1438692	1438713	22	3	-	2532	-1.86933325598425
710	scaffold_10	1456144	1456169	26	3	-	3206	-1.61816464914568
711	scaffold_10	1478646	1478647	2	1	-	389	0.839630253449358
712	scaffold_10	1517789	1517790	2	1	-	912	-0.973827305002378
713	scaffold_10	1555902	1555911	10	3	-	10518	-0.024678733528964
714	scaffold_10	1556009	1556012	4	3	-	1051	-0.130952853196418
715	scaffold_10	1556736	1556739	4	3	-	1551	-1.91307895298524
716	scaffold_10	1580483	1580484	2	2	-	5454	1.20957394846637
717	scaffold_10	1739953	1739977	25	3	-	3663	-1.08641093821482
718	scaffold_10	1740339	1740349	11	3	-	2461	-1.28791427098024
719	scaffold_10	1740635	1740636	2	1	-	2825	-1.73251887604527
720	scaffold_10	1740656	1740680	25	3	-	2935	-1.95856631313481
721	scaffold_10	1740986	1740987	2	2	-	1558	-1.0755307964816
722	scaffold_10	1756903	1756904	2	3	-	997	1.09272867621385
723	scaffold_10	1763865	1763868	4	3	-	1456	-2.16438340335304
724	scaffold_10	1763927	1763963	37	3	-	4064	-2.51971527405214
725	scaffold_10	1765122	1765129	8	3	-	1972	-0.71443501276601
726	scaffold_10	1793473	1793474	2	2	-	752	-0.681127623519348
727	scaffold_10	1794763	1794764	2	1	-	365	0.95280916476031
728	scaffold_10	1804294	1804320	27	3	-	2566	-2.14127975454139
729	scaffold_10	1810610	1810611	2	3	-	2888	0.02314793010543
730	scaffold_10	1810677	1810678	2	3	-	1784	-0.755735661706222
731	scaffold_10	1811665	1811666	2	1	-	552	0.626764102738974
732	scaffold_10	1813167	1813168	2	3	-	897	0.364321179575118
733	scaffold_10	1813332	1813336	5	3	-	6142	0.522240253997365
734	scaffold_10	1823734	1823758	25	3	-	2763	-0.553713797176648
735	scaffold_10	1882165	1882210	46	3	-	17180	-2.38509490707793
736	scaffold_10	1904082	1904083	2	1	-	457	-1.32266969637204
737	scaffold_10	1904290	1904368	79	3	-	14440	-1.82840602785292
738	scaffold_10	1904571	1904623	53	3	-	18524	-0.350449642314633
739	scaffold_10	1983982	1983983	2	1	-	508	0.571020333666484
740	scaffold_10	1985958	1985959	2	3	-	1183	0.029053541723125
741	scaffold_10	2098957	2098970	14	3	-	2280	-2.1126099005155
742	scaffold_10	2114455	2114469	15	3	-	3719	-2.39787092293023
743	scaffold_10	2114492	2114527	36	3	-	3686	-1.93818033078373
744	scaffold_100	80468	80469	2	1	+	505	-1.20806566665994
745	scaffold_100	80498	80516	19	3	+	10730	-0.829328692834986
746	scaffold_100	94532	94533	2	3	+	1082	0.578525615358537
747	scaffold_100	117012	117046	35	3	+	91054	-0.265943638668193
748	scaffold_100	117227	117245	19	3	+	783	-0.980000923364685
749	scaffold_100	117275	117281	7	3	+	3434	-1.56002861357612
750	scaffold_100	117963	117964	2	3	+	695	-0.0324627499381309
751	scaffold_100	204564	204566	3	3	+	8797	1.49539840284679
752	scaffold_100	204972	204973	2	1	+	404	-0.0702843067513892
