JGI_V11_221545	FBgn0036812	Nufip
JGI_V11_91808	FBgn0032297	CG17124
JGI_V11_55716	FBgn0039429	CG14238
JGI_V11_13279	FBgn0050497	CG30497
JGI_V11_100243	FBgn0263930	dally
JGI_V11_307172	FBgn0034626	CG10795
JGI_V11_56216	FBgn0052133	Ptip
JGI_V11_47511	FBgn0035002	
JGI_V11_226495	FBgn0032221	CG5375
JGI_V11_328395	FBgn0005695	gcl
JGI_V11_227979	FBgn0053557	CG33557
JGI_V11_311321	FBgn0038013	CG10038
JGI_V11_220194	FBgn0031403	CG15387
JGI_V11_25012	FBgn0028978	trbl
JGI_V11_310213	FBgn0038053	CG18549
JGI_V11_111286	FBgn0035050	ST6Gal
JGI_V11_257209	FBgn0034266	CG4975
JGI_V11_300330	FBgn0034455	CG11007
JGI_V11_309664	FBgn0086408	stl
JGI_V11_45234	FBgn0031779	CG9175
JGI_V11_328671	FBgn0042085	Bap170
JGI_V11_307385	FBgn0032339	CG4705
JGI_V11_307836	FBgn0262737	mub
JGI_V11_205588	FBgn0039116	CG10375
JGI_V11_303119	FBgn0050349	CG30349
JGI_V11_10119	FBgn0000535	eag
JGI_V11_94612	FBgn0264754	
JGI_V11_216740	FBgn0033264	Nup50
JGI_V11_302673	FBgn0011290	Taf12
JGI_V11_26924	FBgn0263930	dally
JGI_V11_312181	FBgn0020279	lig
JGI_V11_312180	FBgn0020279	lig
JGI_V11_211164	FBgn0030611	CG15027
JGI_V11_316518	FBgn0036105	Blos4
JGI_V11_40354	FBgn0027569	cert
JGI_V11_26690	FBgn0036616	
JGI_V11_247585	FBgn0030640	CG6294
JGI_V11_312237	FBgn0033273	Gasz
JGI_V11_55210	FBgn0041723	rho-5
JGI_V11_202177	FBgn0086450	su(r)
JGI_V11_220975	FBgn0025390	Mur2B
JGI_V11_220970	FBgn0039182	CG5728
JGI_V11_230290	FBgn0029502	COQ7
JGI_V11_34230	FBgn0033623	CG13202
JGI_V11_325899	FBgn0035444	CG12012
JGI_V11_246379	FBgn0032753	CG17572
JGI_V11_230120	FBgn0051800	CG31800
JGI_V11_325372	FBgn0035462	IntS10
JGI_V11_299643	FBgn0002716	mei-W68
JGI_V11_300088	FBgn0024491	Bin1
JGI_V11_8599	FBgn0004895	fd64A
JGI_V11_225597	FBgn0037737	Pnn
JGI_V11_111648	FBgn0030395	Mks1
JGI_V11_318160	FBgn0015949	hrg
JGI_V11_223065	FBgn0031267	Ipk2
JGI_V11_110118	FBgn0015553	tos
JGI_V11_195138	FBgn0027950	MBD-like
JGI_V11_305636	FBgn0034933	CG3735
JGI_V11_11231	FBgn0260933	rempA
JGI_V11_311760	FBgn0037339	Pi4KIIalpha
JGI_V11_308328	FBgn0036974	eRF1
JGI_V11_8447	FBgn0005659	Ets98B
JGI_V11_318379	FBgn0037565	CG9626
JGI_V11_304323	FBgn0020647	KrT95D
JGI_V11_217650	FBgn0034433	EndoB
JGI_V11_300520	FBgn0027585	CG8740
JGI_V11_195101	FBgn0029503	CHORD
JGI_V11_322812	FBgn0036988	CG5262
JGI_V11_303630	FBgn0034237	eIF3-S9
JGI_V11_309327	FBgn0033962	
JGI_V11_309328	FBgn0035435	PIG-C
JGI_V11_63713	FBgn0034172	CG6665
JGI_V11_335940	FBgn0033869	Cpr50Cb
JGI_V11_220411	FBgn0052638	CG32638
JGI_V11_220418	FBgn0032733	CG15170
JGI_V11_308810	FBgn0029594	CG14806
JGI_V11_308814	FBgn0028683	spt4
JGI_V11_231244	FBgn0260750	Mulk
JGI_V11_223699	FBgn0032988	Tif-IA
JGI_V11_305325	FBgn0032235	CG5096
JGI_V11_302444	FBgn0039689	CIA30
JGI_V11_231249	FBgn0015393	hoip
JGI_V11_240905	FBgn0033793	CG3955
JGI_V11_199461	FBgn0029881	pigs
JGI_V11_43076	FBgn0033972	Ciao1
JGI_V11_64092	FBgn0000395	cv-2
JGI_V11_307431	FBgn0036889	CG14100
JGI_V11_311976	FBgn0033757	muskelin
JGI_V11_311979	FBgn0023516	Pex5
JGI_V11_224137	FBgn0037439	CG10286
JGI_V11_305142	FBgn0027363	Stam
JGI_V11_206529	FBgn0027553	NELF-B
JGI_V11_310000	FBgn0036745	CG7484
JGI_V11_53007	FBgn0015903	apt
JGI_V11_70049	FBgn0062517	CG16984
JGI_V11_102466	FBgn0038771	CG4390
JGI_V11_329424	FBgn0035871	BI-1
JGI_V11_94924	FBgn0087007	bbg
JGI_V11_329420	FBgn0051957	CG31957
JGI_V11_108607	FBgn0036756	cln3
JGI_V11_52719	FBgn0033494	KCNQ
JGI_V11_303794	FBgn0028969	deltaCOP
JGI_V11_54719	FBgn0035333	CG1317
JGI_V11_48162	FBgn0034402	CG15084
JGI_V11_303421	FBgn0027095	Manf
JGI_V11_306142	FBgn0086909	CG31751
JGI_V11_62661	FBgn0035812	CG7457
JGI_V11_324775	FBgn0039601	CG1523
JGI_V11_20439	FBgn0264386	Ca-alpha1T
JGI_V11_305534	FBgn0034008	CG8152
JGI_V11_202343	FBgn0001324	kto
JGI_V11_315767	FBgn0086784	stmA
JGI_V11_307894	FBgn0051989	Cap-D3
JGI_V11_314650	FBgn0036000	CG3434
JGI_V11_213835	FBgn0034744	Vps20
JGI_V11_40294	FBgn0036479	CG13458
JGI_V11_290661	FBgn0016650	Lgr1
JGI_V11_71021	FBgn0011584	Trp1
JGI_V11_300021	FBgn0261238	Alh
JGI_V11_239652	FBgn0261596	RpS24
JGI_V11_59294	FBgn0013531	MED20
JGI_V11_228312	FBgn0039600	CG1646
JGI_V11_307231	FBgn0051291	
JGI_V11_307233	FBgn0015522	olf186-M
JGI_V11_92111	FBgn0261597	RpS26
JGI_V11_315132	FBgn0004055	uzip
JGI_V11_35004	FBgn0020493	Dad
JGI_V11_238388	FBgn0035865	CG7201
JGI_V11_238389	FBgn0035865	CG7201
JGI_V11_226924	FBgn0038360	CG9590
JGI_V11_238385	FBgn0037796	CG12814
JGI_V11_189231	FBgn0260940	lsn
JGI_V11_111327	FBgn0038692	CG3773
JGI_V11_127919	FBgn0027082	Aats-pro
JGI_V11_91862	FBgn0040985	CG6115
JGI_V11_202596	FBgn0004028	
JGI_V11_216824	FBgn0030802	DENR
JGI_V11_105090	FBgn0033752	CG8569
JGI_V11_318494	FBgn0037213	CG12581
JGI_V11_206483	FBgn0020766	
JGI_V11_306617	FBgn0031980	RpL36A
JGI_V11_309869	FBgn0017414	cag
JGI_V11_304369	FBgn0037644	CG11964
JGI_V11_205849	FBgn0033605	CG9067
JGI_V11_312726	FBgn0025519	fidipidine
JGI_V11_197829	FBgn0035464	CG12006
JGI_V11_325316	FBgn0032692	CG15161
JGI_V11_65671	FBgn0034614	CG9752
JGI_V11_98013	FBgn0017561	Ork1
JGI_V11_192749	FBgn0037992	CG4702
JGI_V11_303802	FBgn0031876	Atac1
JGI_V11_305369	FBgn0033471	CG12134
JGI_V11_220453	FBgn0010704	
JGI_V11_106344	FBgn0052082	CG32082
JGI_V11_52013	FBgn0038984	AdipoR
JGI_V11_251748	FBgn0050460	CG30460
JGI_V11_23032	FBgn0033911	VGAT
JGI_V11_305794	FBgn0036713	Mip
JGI_V11_46746	FBgn0029905	Nf-YC
JGI_V11_210764	FBgn0036519	CG7650
JGI_V11_198627	FBgn0030434	Brms1
JGI_V11_323689	FBgn0002121	l(2)gl
JGI_V11_323685	FBgn0040068	Vav
JGI_V11_190457	FBgn0034059	CG8320
JGI_V11_203579	FBgn0264562	Hr4
JGI_V11_99055	FBgn0026149	BCL7-like
JGI_V11_59842	FBgn0005775	Con
JGI_V11_306830	FBgn0035372	CG12093
JGI_V11_63450	FBgn0023167	SmD3
JGI_V11_63109	FBgn0024985	CG11448
JGI_V11_49689	FBgn0002887	mus201
JGI_V11_321681	FBgn0000038	nAChRbeta1
JGI_V11_113413	FBgn0259143	CG42258
JGI_V11_331703	FBgn0026634	ldlCp
JGI_V11_306975	FBgn0035148	CG3402
JGI_V11_271505	FBgn0033869	Cpr50Cb
JGI_V11_307930	FBgn0038446	CG14903
JGI_V11_307936	FBgn0026250	eIF-1A
JGI_V11_226008	FBgn0030851	CG8326
JGI_V11_98906	FBgn0037326	CG14669
JGI_V11_310944	FBgn0034566	CG9313
JGI_V11_307023	FBgn0001978	stc
JGI_V11_315847	FBgn0031821	KFase
JGI_V11_302260	FBgn0031869	CG18304
JGI_V11_305948	FBgn0033199	CG17985
JGI_V11_94846	FBgn0036255	Atg12
JGI_V11_220955	FBgn0020278	loco
JGI_V11_99671	FBgn0027568	Cand1
JGI_V11_299726	FBgn0025632	CG4313
JGI_V11_47975	FBgn0039920	CG11360
JGI_V11_232128	FBgn0036774	mRpS26
JGI_V11_197198	FBgn0260486	Ziz
JGI_V11_327969	FBgn0260799	p120ctn
JGI_V11_299626	FBgn0001280	janA
JGI_V11_299627	FBgn0004367	mei-41
JGI_V11_242979	FBgn0000500	Dsk
JGI_V11_330074	FBgn0036834	CG6836
JGI_V11_322302	FBgn0263354	CG42784
JGI_V11_97662	FBgn0035236	CG12004
JGI_V11_301688	FBgn0051195	CG31195
JGI_V11_302882	FBgn0032447	PICK1
JGI_V11_51462	FBgn0032053	mRpL51
JGI_V11_319150	FBgn0052333	CG32333
JGI_V11_303138	FBgn0086475	
JGI_V11_308659	FBgn0028411	Nxt1
JGI_V11_303137	FBgn0001994	crp
JGI_V11_308306	FBgn0027554	CG8042
JGI_V11_48962	FBgn0034750	CG3732
JGI_V11_314391	FBgn0037304	CG1113
JGI_V11_304303	FBgn0039403	Sld5
JGI_V11_196276	FBgn0034963	Not11
JGI_V11_92874	FBgn0031651	mRpL24
JGI_V11_98176	FBgn0259176	bun
JGI_V11_227521	FBgn0033845	mars
JGI_V11_305307	FBgn0036994	CG5199
JGI_V11_305303	FBgn0032153	CG4537
JGI_V11_305300	FBgn0038683	CG11779
JGI_V11_220432	FBgn0033450	Lsm11
JGI_V11_220430	FBgn0034793	asrij
JGI_V11_308872	FBgn0031458	aph-1
JGI_V11_308871	FBgn0032704	Jwa
JGI_V11_219940	FBgn0036518	RhoGAP71E
JGI_V11_315278	FBgn0032733	CG15170
JGI_V11_315279	FBgn0032733	CG15170
JGI_V11_231506	FBgn0034519	CG18065
JGI_V11_199058	FBgn0050342	Prp38
JGI_V11_312971	FBgn0039492	CG6051
JGI_V11_307451	FBgn0038181	CG9297
JGI_V11_307453	FBgn0037467	CG1104
JGI_V11_307452	FBgn0261277	rtv
JGI_V11_307456	FBgn0020388	Gcn5
JGI_V11_302793	FBgn0038925	Cchl
JGI_V11_305160	FBgn0085377	CG34348
JGI_V11_190026	FBgn0031816	CG16947
JGI_V11_305166	FBgn0032346	Csl4
JGI_V11_49760	FBgn0030646	
JGI_V11_324326	FBgn0265193	Atf-2
JGI_V11_324329	FBgn0029930	CG12541
JGI_V11_102445	FBgn0010575	sbb
JGI_V11_105734	FBgn0261836	Msp300
JGI_V11_107928	FBgn0033812	Pex13
JGI_V11_62407	FBgn0033351	CG8235
JGI_V11_301518	FBgn0032595	CG17996
JGI_V11_63594	FBgn0028471	Nab2
JGI_V11_63595	FBgn0028471	Nab2
JGI_V11_113771	FBgn0038170	CG14367
JGI_V11_300108	FBgn0037539	CG10435
JGI_V11_300109	FBgn0039003	wfs1
JGI_V11_303869	FBgn0036964	FRG1
JGI_V11_272994	FBgn0037027	HIPP1
JGI_V11_333408	FBgn0259791	bora
JGI_V11_271678	FBgn0259176	bun
JGI_V11_194252	FBgn0031981	CG7466
JGI_V11_290390	FBgn0028433	
JGI_V11_304957	FBgn0040347	mus81
JGI_V11_321741	FBgn0037371	Sym
JGI_V11_321218	FBgn0264815	Pde1c
JGI_V11_311572	FBgn0003963	ush
JGI_V11_301795	FBgn0031361	CG17652
JGI_V11_231461	FBgn0029929	CG4593
JGI_V11_47502	FBgn0025832	Fen1
JGI_V11_212147	FBgn0039958	CG12567
JGI_V11_61690	FBgn0035397	CG11486
JGI_V11_214661	FBgn0000581	E(Pc)
JGI_V11_235068	FBgn0033869	Cpr50Cb
JGI_V11_310414	FBgn0031401	papi
JGI_V11_231016	FBgn0039857	RpL6
JGI_V11_23299	FBgn0004573	5-HT7
JGI_V11_310351	FBgn0033712	CG13163
JGI_V11_301142	FBgn0052448	CG32448
JGI_V11_198784	FBgn0002641	mal
JGI_V11_213367	FBgn0265191	Glycogenin
JGI_V11_309848	FBgn0027567	CG8108
JGI_V11_307686	FBgn0038578	MED17
JGI_V11_309841	FBgn0085433	CG34404
JGI_V11_307683	FBgn0022213	Cas
JGI_V11_32537	FBgn0259146	CG42261
JGI_V11_116424	FBgn0263929	jvl
JGI_V11_304793	FBgn0038674	CG14285
JGI_V11_304798	FBgn0262619	DNA-ligI
JGI_V11_101154	FBgn0030004	CG10958
JGI_V11_308467	FBgn0024973	CG2701
JGI_V11_306626	FBgn0023515	CG14814
JGI_V11_65862	FBgn0033315	beta3GalTII
JGI_V11_42022	FBgn0029858	CG15896
JGI_V11_309722	FBgn0029911	CG14435
JGI_V11_42024	FBgn0261872	scaf6
JGI_V11_323372	FBgn0036937	Ir76b
JGI_V11_323511	FBgn0034261	HPS4
JGI_V11_99210	FBgn0010313	corto
JGI_V11_260261	FBgn0263005	CG43313
JGI_V11_57290	FBgn0034694	CG6613
JGI_V11_316261	FBgn0038577	CG12321
JGI_V11_52422	FBgn0262636	dati
JGI_V11_319198	FBgn0037779	CG12811
JGI_V11_97210	FBgn0036195	CG6053
JGI_V11_308978	FBgn0031829	Osm6
JGI_V11_314610	FBgn0036305	CG10984
JGI_V11_267118	FBgn0263400	CG43446
JGI_V11_39768	FBgn0000477	DNaseII
JGI_V11_236735	FBgn0030358	CG10362
JGI_V11_307915	FBgn0260859	Bet3
JGI_V11_307918	FBgn0021768	nudC
JGI_V11_230223	FBgn0260856	Membrin
JGI_V11_312148	FBgn0005617	msl-1
JGI_V11_317395	FBgn0052732	CG32732
JGI_V11_313559	FBgn0261563	wb
JGI_V11_321006	FBgn0003520	stau
JGI_V11_302249	FBgn0043841	vir-1
JGI_V11_317645	FBgn0035799	CG14838
JGI_V11_305965	FBgn0266000	CG44774
JGI_V11_299740	FBgn0000575	emc
JGI_V11_324633	FBgn0039863	CG1815
JGI_V11_321760	FBgn0032602	ppk17
JGI_V11_326254	FBgn0263706	CG43658
JGI_V11_330059	FBgn0000629	E(z)
JGI_V11_99969	FBgn0039149	CG18428
JGI_V11_18151	FBgn0015524	otp
JGI_V11_98050	FBgn0261015	Pif1A
JGI_V11_225264	FBgn0000504	dsx
JGI_V11_315864	FBgn0263353	CG11000
JGI_V11_331186	FBgn0033578	BBS4
JGI_V11_315868	FBgn0031652	jet
JGI_V11_188353	FBgn0260779	GatA
JGI_V11_52309	FBgn0039459	IntS12
JGI_V11_316113	FBgn0015801	Reg-5
JGI_V11_316118	FBgn0024689	fws
JGI_V11_303118	FBgn0263974	qin
JGI_V11_308679	FBgn0037360	CG2182
JGI_V11_326177	FBgn0039229	Saf-B
JGI_V11_308586	FBgn0037814	CG6325
JGI_V11_308585	FBgn0037623	CG9801
JGI_V11_230240	FBgn0036922	CG14182
JGI_V11_189551	FBgn0259876	Cap-G
JGI_V11_189558	FBgn0038659	EndoA
JGI_V11_310457	FBgn0024285	Srp54
JGI_V11_303570	FBgn0027054	CSN4
JGI_V11_310452	FBgn0011674	insc
JGI_V11_310458	FBgn0001991	Ca-alpha1D
JGI_V11_211258	FBgn0037481	MAGE
JGI_V11_304367	FBgn0028703	Nhe3
JGI_V11_309592	FBgn0037108	CG11306
JGI_V11_309984	FBgn0052296	Mrtf
JGI_V11_308854	FBgn0033692	wash
JGI_V11_308856	FBgn0032409	Ced-12
JGI_V11_303800	FBgn0032690	CG10333
JGI_V11_96197	FBgn0028387	chm
JGI_V11_321848	FBgn0030077	CG15365
JGI_V11_307477	FBgn0026441	ear
JGI_V11_307475	FBgn0031143	CG1532
JGI_V11_309189	FBgn0016070	smg
JGI_V11_309188	FBgn0037881	GCC88
JGI_V11_307478	FBgn0263993	CG43736
JGI_V11_230883	FBgn0035165	CG13887
JGI_V11_322857	FBgn0029898	CG14439
JGI_V11_230884	FBgn0031252	CG13690
JGI_V11_97664	FBgn0037184	CG14450
JGI_V11_323721	FBgn0016978	snRNP-U1-70K
JGI_V11_13455	FBgn0015542	
JGI_V11_300294	FBgn0038438	Der-2
JGI_V11_105516	FBgn0032876	Cen
JGI_V11_58831	FBgn0014930	CG2846
JGI_V11_62408	FBgn0032017	CG7810
JGI_V11_111756	FBgn0262869	Gfrl
JGI_V11_306980	FBgn0035232	CG12099
JGI_V11_306983	FBgn0034654	CG10306
JGI_V11_222167	FBgn0037550	CG9667
JGI_V11_309723	FBgn0035703	CG8270
JGI_V11_303755	FBgn0036662	CG9706
JGI_V11_301532	FBgn0086690	Plp
JGI_V11_300120	FBgn0053052	CG33052
JGI_V11_254018	FBgn0037671	VhaM8.9
JGI_V11_300124	FBgn0004797	mdy
JGI_V11_300126	FBgn0034214	CG6550
JGI_V11_300127	FBgn0028665	VhaAC39-1
JGI_V11_42928	FBgn0038323	
JGI_V11_304975	FBgn0051812	CG31812
JGI_V11_99402	FBgn0032857	CG10947
JGI_V11_53920	FBgn0052137	CG32137
JGI_V11_306186	FBgn0261244	inaE
JGI_V11_332773	FBgn0029830	Grip
JGI_V11_314613	FBgn0024277	trio
JGI_V11_314619	FBgn0031247	CG11562
JGI_V11_325070	FBgn0040340	TRAM
JGI_V11_210427	FBgn0039509	bigmax
JGI_V11_40783	FBgn0013972	Gycalpha99B
JGI_V11_53403	FBgn0024232	gprs
JGI_V11_263759	FBgn0086677	jeb
JGI_V11_110932	FBgn0033869	Cpr50Cb
JGI_V11_226474	FBgn0037382	Hpr1
JGI_V11_213002	FBgn0028992	sds22
JGI_V11_8633	FBgn0028579	phtf
JGI_V11_95362	FBgn0264693	ens
JGI_V11_40787	FBgn0051922	CG31922
JGI_V11_334039	FBgn0038221	CG3259
JGI_V11_95364	FBgn0250819	CG33521
JGI_V11_26730	FBgn0024330	MED6
JGI_V11_307279	FBgn0033476	oys
JGI_V11_302185	FBgn0004656	fs(1)h
JGI_V11_244820	FBgn0082831	pps
JGI_V11_47524	FBgn0033924	CG8613
JGI_V11_217996	FBgn0031713	CG7277
JGI_V11_222205	FBgn0259707	CG42361
JGI_V11_303934	FBgn0028475	Hrd3
JGI_V11_307119	FBgn0261016	clos
JGI_V11_307116	FBgn0036135	mRpL2
JGI_V11_310604	FBgn0052699	LPCAT
JGI_V11_310605	FBgn0034795	MED23
JGI_V11_11034	FBgn0051760	CG31760
JGI_V11_230069	FBgn0051855	CG31855
JGI_V11_48646	FBgn0034636	twz
JGI_V11_94585	FBgn0034301	CG5756
JGI_V11_129099	FBgn0034919	CG5569
JGI_V11_242543	FBgn0032363	CG6509
JGI_V11_312768	FBgn0036133	CG7638
JGI_V11_50984	FBgn0013995	Calx
JGI_V11_300729	FBgn0037001	ND-39
JGI_V11_214647	FBgn0039175	beta-PheRS
JGI_V11_214640	FBgn0051997	CG31997
JGI_V11_51584	FBgn0085385	CG34356
JGI_V11_100809	FBgn0040601	CG13643
JGI_V11_230475	FBgn0039218	Rpb10
JGI_V11_220689	FBgn0033752	CG8569
JGI_V11_189492	FBgn0000339	cni
JGI_V11_318183	FBgn0037328	RpL35A
JGI_V11_65845	FBgn0035880	CG17352
JGI_V11_65840	FBgn0037504	CG1142
JGI_V11_308442	FBgn0031231	mRpL10
JGI_V11_308113	FBgn0033813	fsd
JGI_V11_307542	FBgn0031068	Alr
JGI_V11_45366	FBgn0259110	mmd
JGI_V11_304111	FBgn0010877	l(3)05822
JGI_V11_304113	FBgn0039240	CG3744
JGI_V11_52230	FBgn0034442	CG11257
JGI_V11_227484	FBgn0032171	CG5846
JGI_V11_191018	FBgn0037244	CG14647
JGI_V11_307115	FBgn0034066	CG8397
JGI_V11_45011	FBgn0261285	Ppcs
JGI_V11_52589	FBgn0017457	U2af38
JGI_V11_41519	FBgn0030552	mRpL38
JGI_V11_101865	FBgn0002887	mus201
JGI_V11_254482	FBgn0263400	CG43446
JGI_V11_305642	FBgn0015221	Fer2LCH
JGI_V11_109115	FBgn0038679	CG6040
JGI_V11_305649	FBgn0032470	CG5142
JGI_V11_190655	FBgn0050390	Sgf29
JGI_V11_41202	FBgn0011708	Syx5
JGI_V11_198197	FBgn0250753	kra
JGI_V11_312162	FBgn0038926	CG13409
JGI_V11_317409	FBgn0036860	CG14086
JGI_V11_200622	FBgn0034897	Sesn
JGI_V11_211106	FBgn0026086	Adar
JGI_V11_315758	FBgn0038596	CG14312
JGI_V11_203829	FBgn0036536	CG12713
JGI_V11_247751	FBgn0050419	CG30419
JGI_V11_299767	FBgn0002736	mago
JGI_V11_230277	FBgn0002579	RpL36
JGI_V11_305764	FBgn0037092	M6
JGI_V11_306042	FBgn0000018	abo
JGI_V11_331217	FBgn0035867	CG13671
JGI_V11_114980	FBgn0003326	sca
JGI_V11_305009	FBgn0002440	l(3)mbn
JGI_V11_313169	FBgn0033859	fand
JGI_V11_300910	FBgn0032642	CG5110
JGI_V11_290567	FBgn0003002	opa
JGI_V11_225247	FBgn0011638	La
JGI_V11_290568	FBgn0024244	drm
JGI_V11_40846	FBgn0031304	CG4552
JGI_V11_129710	FBgn0035431	CG14968
JGI_V11_126724	FBgn0085271	CG34242
JGI_V11_306457	FBgn0261609	eIF-2alpha
JGI_V11_97874	FBgn0034622	CG15666
JGI_V11_207902	FBgn0038564	CG7785
JGI_V11_299889	FBgn0032079	CG31886
JGI_V11_299881	FBgn0034501	CG13868
JGI_V11_326110	FBgn0031955	CG14535
JGI_V11_34614	FBgn0011272	RpL13
JGI_V11_50513	FBgn0034660	lox2
JGI_V11_306633	FBgn0002622	RpS3
JGI_V11_22285	FBgn0001319	kn
JGI_V11_318247	FBgn0032891	Oseg5
JGI_V11_261670	FBgn0000180	bib
JGI_V11_4176	FBgn0013751	Awh
JGI_V11_317988	FBgn0039466	CG5521
JGI_V11_304346	FBgn0259113	DNApol-alpha180
JGI_V11_304341	FBgn0037653	CG11982
JGI_V11_302421	FBgn0261933	SmD1
JGI_V11_305433	FBgn0037899	RpL24-like
JGI_V11_305432	FBgn0034350	CG5189
JGI_V11_324056	FBgn0051122	CG31122
JGI_V11_307499	FBgn0033754	Ak6
JGI_V11_312939	FBgn0035648	CG13288
JGI_V11_93561	FBgn0011591	fng
JGI_V11_200108	FBgn0028746	CG18508
JGI_V11_97641	FBgn0016917	Stat92E
JGI_V11_323705	FBgn0020269	mspo
JGI_V11_310068	FBgn0035444	CG12012
JGI_V11_116763	FBgn0259244	CG42342
JGI_V11_303452	FBgn0263051	CG43346
JGI_V11_254259	FBgn0035094	CG9380
JGI_V11_104119	FBgn0035676	ssp6
JGI_V11_309707	FBgn0036254	CG5645
JGI_V11_303775	FBgn0033943	CG12869
JGI_V11_309701	FBgn0051019	CG31019
JGI_V11_301559	FBgn0037647	RagA-B
JGI_V11_328286	FBgn0041161	blue
JGI_V11_311915	FBgn0031609	CG15443
JGI_V11_311914	FBgn0011474	Set8
JGI_V11_321563	FBgn0020299	stumps
JGI_V11_303481	FBgn0029870	Marf
JGI_V11_303485	FBgn0034722	Rtf1
JGI_V11_48108	FBgn0015550	tap
JGI_V11_48458	FBgn0260660	Mp
JGI_V11_304910	FBgn0038746	Surf6
JGI_V11_304917	FBgn0037723	SpdS
JGI_V11_218420	FBgn0065035	AlkB
JGI_V11_193882	FBgn0029672	CG2875
JGI_V11_39704	FBgn0003353	sei
JGI_V11_39705	FBgn0037236	Skp2
JGI_V11_231804	FBgn0032731	Swip-1
JGI_V11_33433	FBgn0053547	Rim
JGI_V11_224784	FBgn0031752	CG9044
JGI_V11_195061	FBgn0026630	nes
JGI_V11_53422	FBgn0038769	CG10889
JGI_V11_129381	FBgn0025615	Torsin
JGI_V11_129384	FBgn0034046	tun
JGI_V11_252029	FBgn0030603	CG5541
JGI_V11_252028	FBgn0052594	be
JGI_V11_123676	FBgn0013676	mt:CoIII
JGI_V11_322547	FBgn0034728	rad50
JGI_V11_313322	FBgn0035892	
JGI_V11_272488	FBgn0263400	CG43446
JGI_V11_28700	FBgn0004573	5-HT7
JGI_V11_213340	FBgn0001222	Hsf
JGI_V11_41025	FBgn0032938	CG8671
JGI_V11_239633	FBgn0031052	CG14215
JGI_V11_239635	FBgn0031052	CG14215
JGI_V11_306258	FBgn0033083	
JGI_V11_220118	FBgn0010808	l(3)03670
JGI_V11_51037	FBgn0261262	CG42613
JGI_V11_290631	FBgn0030477	dmrt11E
JGI_V11_127609	FBgn0032702	CG10376
JGI_V11_127356	FBgn0086346	ALiX
JGI_V11_230458	FBgn0051057	
JGI_V11_308132	FBgn0040348	CG3703
JGI_V11_318657	FBgn0027356	Amph
JGI_V11_305427	FBgn0035064	Aats-tyr-m
JGI_V11_214190	FBgn0037057	CG10512
JGI_V11_306666	FBgn0035087	CG2765
JGI_V11_40241	FBgn0038183	CG9286
JGI_V11_304134	FBgn0265194	Trpm
JGI_V11_69325	FBgn0000150	awd
JGI_V11_55687	FBgn0032387	CG16965
JGI_V11_305421	FBgn0031437	Arpc5
JGI_V11_315247	FBgn0037017	CG4074
JGI_V11_205678	FBgn0039882	CG11576
JGI_V11_326703	FBgn0043010	Fsn
JGI_V11_56269	FBgn0032940	Mondo
JGI_V11_241731	FBgn0263772	CG43689
JGI_V11_96707	FBgn0033339	Sec31
JGI_V11_194044	FBgn0031106	Syx16
JGI_V11_119545	FBgn0031305	Iris
JGI_V11_42685	FBgn0026317	Tsc1
JGI_V11_231329	FBgn0036192	Pallidin
JGI_V11_227600	FBgn0025634	CG13367
JGI_V11_227604	FBgn0037555	Ada2b
JGI_V11_307538	FBgn0010622	DCTN3-p24
JGI_V11_113613	FBgn0035449	CG14971
JGI_V11_128379	FBgn0024891	
JGI_V11_212402	FBgn0039158	CG6182
JGI_V11_305668	FBgn0017414	cag
JGI_V11_27461	FBgn0036761	MED19
JGI_V11_109741	FBgn0032701	CG10341
JGI_V11_49994	FBgn0028926	NC2beta
JGI_V11_49990	FBgn0035149	MED30
JGI_V11_306724	FBgn0003041	pbl
JGI_V11_68015	FBgn0032731	Swip-1
JGI_V11_58158	FBgn0037018	CG4042
JGI_V11_190748	FBgn0260003	Dys
JGI_V11_96855	FBgn0037007	CG5059
JGI_V11_187419	FBgn0032210	CYLD
JGI_V11_200640	FBgn0035233	Pex10
JGI_V11_203591	FBgn0033807	AQP
JGI_V11_299932	FBgn0003410	sina
JGI_V11_93573	FBgn0034259	P32
JGI_V11_230219	FBgn0002626	RpL32
JGI_V11_207230	FBgn0052281	CG32281
JGI_V11_303546	FBgn0003575	su(sable)
JGI_V11_303545	FBgn0040273	Spt5
JGI_V11_303543	FBgn0034367	
JGI_V11_303542	FBgn0029912	CG4557
JGI_V11_314795	FBgn0001235	hth
JGI_V11_254801	FBgn0027549	CG7927
JGI_V11_316483	FBgn0034638	CG10433
JGI_V11_323704	FBgn0035024	CG11414
JGI_V11_99613	FBgn0261836	Msp300
JGI_V11_290549	FBgn0039683	dmrt99B
JGI_V11_216438	FBgn0038168	omd
JGI_V11_44367	FBgn0033159	Dscam1
JGI_V11_216125	FBgn0034650	NC2alpha
JGI_V11_190546	FBgn0034794	
JGI_V11_59427	FBgn0032744	Ttc19
JGI_V11_48903	FBgn0026562	SPARC
JGI_V11_303150	FBgn0025802	Sbf
JGI_V11_191306	FBgn0035028	Start1
JGI_V11_95082	FBgn0036725	CG18265
JGI_V11_233234	FBgn0011581	Ms
JGI_V11_32451	FBgn0032428	CG6405
JGI_V11_193338	FBgn0243513	cnir
JGI_V11_244841	FBgn0035921	CG13305
JGI_V11_326134	FBgn0038474	mRpS11
JGI_V11_224172	FBgn0021875	Zfrp8
