promoter_ID	chr	start	end	strand	gene	GO_ID	KOG_JGI	KOG_ID	FlyBase_id_representative_homolog	interprot_representative_homolog
scaffold_6_542466_542475_-	scaffold_6	542466	542475	-	JGI_V11_44077	"GO:0008067,GO:0016020,GO:0004930"	KOG1056	KOG1056	FBgn0019985	P91685
scaffold_111_88216_88228_+	scaffold_111	88216	88228	+	JGI_V11_62015	GO:0008017	KOG3000	KOG3000	FBgn0027066	A1Z6P3
scaffold_77_503993_504026_-	scaffold_77	503993	504026	-	JGI_V11_227521	GO:0007267	KOG3971	KOG3971	FBgn0033845	Q7K3L1
scaffold_1_1861515_1861524_-	scaffold_1	1861515	1861524	-	JGI_V11_205191	"GO:0007242,GO:0016021"	KOG2736	KOG2736	FBgn0019947	O02194
scaffold_30_192570_192686_+	scaffold_30	192570	192686	+	JGI_V11_104376	"GO:0007242,GO:0004871,GO:0005622,GO:0007222,GO:0007275"	KOG3571	KOG3571	FBgn0000499	P51140
scaffold_111_77706_77757_-	scaffold_111	77706	77757	-	JGI_V11_328892	GO:0007242	KOG0694	KOG0694	FBgn0034420	A1ZBH4
scaffold_213_87800_87840_-	scaffold_213	87800	87840	-	JGI_V11_303550	GO:0007242	KOG4625	KOG4625	FBgn0035059	Q8MRU1
scaffold_221_103074_103125_-	scaffold_221	103074	103125	-	JGI_V11_333128	GO:0007242	KOG3564	KOG3564	FBgn0086356	A1Z9I5
scaffold_3_2725485_2725502_-	scaffold_3	2725485	2725502	-	JGI_V11_234063	GO:0007242	0	0	0	0
scaffold_7_572208_572324_+	scaffold_7	572208	572324	+	JGI_V11_307827	GO:0007242	KOG2273	KOG2273	0	0
scaffold_84_71584_71661_+	scaffold_84	71584	71661	+	JGI_V11_201492	GO:0007242	KOG2528	KOG2528	FBgn0040475	Q9NCC3
scaffold_9_170469_170470_-	scaffold_9	170469	170470	-	JGI_V11_308960	GO:0007242	KOG4415	KOG4415	FBgn0051641	Q8IPK0
scaffold_9_171181_171198_-	scaffold_9	171181	171198	-	JGI_V11_308960	GO:0007242	KOG4415	KOG4415	FBgn0051641	Q8IPK0
scaffold_3_1434514_1434532_+	scaffold_3	1434514	1434532	+	JGI_V11_304687	"GO:0007217,GO:0007268,GO:0004134,GO:0004135,GO:0005978"	KOG3625	KOG3625	FBgn0034618	Q7KVP4
scaffold_101_432971_433055_-	scaffold_101	432971	433055	-	JGI_V11_300546	"GO:0007165,GO:0007600"	KOG3865	KOG3865	0	0
scaffold_5_2476122_2476139_+	scaffold_5	2476122	2476139	+	JGI_V11_306464	"GO:0007165,GO:0007600"	KOG3865	KOG3865	FBgn0000120	P15372
scaffold_5_2476250_2476386_+	scaffold_5	2476250	2476386	+	JGI_V11_306464	"GO:0007165,GO:0007600"	KOG3865	KOG3865	FBgn0000120	P15372
scaffold_5_2476494_2476497_+	scaffold_5	2476494	2476497	+	JGI_V11_306464	"GO:0007165,GO:0007600"	KOG3865	KOG3865	FBgn0000120	P15372
scaffold_5_2477168_2477190_+	scaffold_5	2477168	2477190	+	JGI_V11_306464	"GO:0007165,GO:0007600"	KOG3865	KOG3865	FBgn0000120	P15372
scaffold_54_579700_579708_-	scaffold_54	579700	579708	-	JGI_V11_306848	"GO:0007165,GO:0007600"	KOG3865	KOG3865	0	0
scaffold_86_317140_317185_-	scaffold_86	317140	317185	-	JGI_V11_308798	"GO:0007165,GO:0007600"	KOG3865	KOG3865	FBgn0000121	P19107
scaffold_86_318305_318315_-	scaffold_86	318305	318315	-	JGI_V11_308798	"GO:0007165,GO:0007600"	KOG3865	KOG3865	FBgn0000121	P19107
scaffold_99_263116_263118_+	scaffold_99	263116	263118	+	JGI_V11_328339	"GO:0007165,GO:0005085,GO:0007264,GO:0005515,GO:0007242"	KOG3542	KOG3542	FBgn0021873	B7Z025
scaffold_1_2836718_2836773_+	scaffold_1	2836718	2836773	+	JGI_V11_220196	GO:0007155	0	0	0	0
scaffold_1_2864144_2864318_+	scaffold_1	2864144	2864318	+	JGI_V11_220202	GO:0007155	0	0	0	0
scaffold_14_475865_475869_-	scaffold_14	475865	475869	-	JGI_V11_301619	GO:0007155	KOG1437	KOG1437	0	0
scaffold_14_477471_477484_-	scaffold_14	477471	477484	-	JGI_V11_301619	GO:0007155	KOG1437	KOG1437	0	0
scaffold_14_477612_477678_-	scaffold_14	477612	477678	-	JGI_V11_301619	GO:0007155	KOG1437	KOG1437	0	0
scaffold_17_1018226_1018238_+	scaffold_17	1018226	1018238	+	JGI_V11_302377	GO:0007155	KOG1437	KOG1437	FBgn0260745	O61457
scaffold_17_1019618_1019643_+	scaffold_17	1019618	1019643	+	JGI_V11_302377	GO:0007155	KOG1437	KOG1437	FBgn0260745	O61457
scaffold_273_48211_48215_+	scaffold_273	48211	48215	+	JGI_V11_229749	GO:0007155	KOG1437	KOG1437	FBgn0028905	Q7KT96
scaffold_21_1368049_1368053_-	scaffold_21	1368049	1368053	-	JGI_V11_303500	GO:0007049	KOG2166	KOG2166	FBgn0015509	Q24311
scaffold_7_673650_673657_-	scaffold_7	673650	673657	-	JGI_V11_230458	GO:0007026	KOG2418	KOG2418	FBgn0051057	Q9VB13
scaffold_7_673961_673982_-	scaffold_7	673961	673982	-	JGI_V11_230458	GO:0007026	KOG2418	KOG2418	FBgn0051057	Q9VB13
scaffold_223_3471_3548_+	scaffold_223	3471	3548	+	JGI_V11_189667	"GO:0006886,GO:0030125"	KOG0934	KOG0934	FBgn0039132	Q9GQM8
scaffold_3_1545677_1545726_+	scaffold_3	1545677	1545726	+	JGI_V11_230223	"GO:0006886,GO:0016021"	KOG3251	KOG3251	FBgn0260856	Q9VRL2
scaffold_74_245924_245954_+	scaffold_74	245924	245954	+	JGI_V11_308065	"GO:0006821,GO:0006884"	KOG3238	KOG3238	FBgn0029079	A1ZAW5
scaffold_61_135668_135686_+	scaffold_61	135668	135686	+	JGI_V11_307273	"GO:0006817,GO:0015321,GO:0016020"	0	0	0	0
scaffold_1_2610838_2610839_-	scaffold_1	2610838	2610839	-	JGI_V11_309863	"GO:0006814,GO:0008508,GO:0016020"	KOG2718	KOG2718	0	0
scaffold_48_502854_502863_-	scaffold_48	502854	502863	-	JGI_V11_306286	"GO:0006810,GO:0008289"	KOG4824	KOG4824	0	0
scaffold_52_153427_153456_+	scaffold_52	153427	153456	+	JGI_V11_306692	"GO:0006631,GO:0016491"	KOG2305	KOG2305	FBgn0030737	Q9VXI1
scaffold_17_1160267_1160416_+	scaffold_17	1160267	1160416	+	JGI_V11_302384	"GO:0006629,GO:0005764,GO:0006665"	KOG1340	KOG1340	FBgn0000416	Q86PA4
scaffold_5_1929546_1929554_-	scaffold_5	1929546	1929554	-	JGI_V11_221579	"GO:0006520,GO:0016831,GO:0006519"	KOG0628	KOG0628	FBgn0050446	A1Z6N4
scaffold_8_170915_170922_+	scaffold_8	170915	170922	+	JGI_V11_236646	"GO:0006520,GO:0016831"	KOG0629	KOG0629	FBgn0000153	Q24062
scaffold_5_61794_61846_+.1	scaffold_5	61794	61846	+	JGI_V11_187316	"GO:0006520,GO:0016491"	KOG2250	KOG2250	FBgn0001098	P54385
scaffold_5_63200_63254_+	scaffold_5	63200	63254	+	JGI_V11_187316	"GO:0006520,GO:0016491"	KOG2250	KOG2250	FBgn0001098	P54385
scaffold_63_274422_274505_+	scaffold_63	274422	274505	+	JGI_V11_307426	"GO:0006508,GO:0030693"	KOG3573	KOG3573	FBgn0010501	O02002
scaffold_162_65812_65815_+	scaffold_162	65812	65815	+	JGI_V11_331304	"GO:0006508,GO:0008533,GO:0008237,GO:0008270"	KOG3714	KOG3714	0	0
scaffold_182_29909_29953_-	scaffold_182	29909	29953	-	JGI_V11_332162	"GO:0006508,GO:0008533,GO:0008237,GO:0008270"	KOG3714	KOG3714	FBgn0039069	Q9VCN5
scaffold_3_3454206_3454210_+	scaffold_3	3454206	3454210	+	JGI_V11_311166	"GO:0006508,GO:0008533,GO:0008237,GO:0008270"	KOG3714	KOG3714	FBgn0039069	Q9VCN5
scaffold_79_474639_474657_-	scaffold_79	474639	474657	-	JGI_V11_254737	"GO:0006508,GO:0008533,GO:0008237,GO:0008270"	KOG3714	KOG3714	FBgn0039069	Q9VCN5
scaffold_17_1297103_1297130_+	scaffold_17	1297103	1297130	+	JGI_V11_223736	"GO:0006508,GO:0008533,GO:0008237"	KOG3714	KOG3714	FBgn0030947	Q9VWR6
scaffold_6_563920_563925_+	scaffold_6	563920	563925	+	JGI_V11_221724	"GO:0006508,GO:0008533,GO:0008237"	KOG3714	KOG3714	FBgn0039069	Q9VCN5
scaffold_6_564399_564476_+	scaffold_6	564399	564476	+	JGI_V11_221724	"GO:0006508,GO:0008533,GO:0008237"	KOG3714	KOG3714	FBgn0039069	Q9VCN5
scaffold_6_564634_564638_+	scaffold_6	564634	564638	+	JGI_V11_221724	"GO:0006508,GO:0008533,GO:0008237"	KOG3714	KOG3714	FBgn0039069	Q9VCN5
scaffold_2_810024_810122_+	scaffold_2	810024	810122	+	JGI_V11_303131	"GO:0006508,GO:0008235,GO:0008270,GO:0016491"	KOG0024	KOG0024	FBgn0022359	O96299
scaffold_76_403595_403663_+	scaffold_76	403595	403663	+	JGI_V11_308181	"GO:0006508,GO:0008235"	KOG2776	KOG2776	FBgn0035630	Q5U0Z2
scaffold_14_1656164_1656225_-	scaffold_14	1656164	1656225	-	JGI_V11_315646	"GO:0006508,GO:0008233"	KOG2195	KOG2195	0	0
scaffold_107_162473_162483_-	scaffold_107	162473	162483	-	JGI_V11_328684	"GO:0006486,GO:0008417,GO:0016020"	KOG2619	KOG2619	0	0
scaffold_18_725428_725443_-	scaffold_18	725428	725443	-	JGI_V11_241308	"GO:0006486,GO:0008378,GO:0016020"	KOG2287	KOG2287	0	0
scaffold_18_728347_728370_-	scaffold_18	728347	728370	-	JGI_V11_316769	"GO:0006486,GO:0008378,GO:0016020"	KOG2287	KOG2287	0	0
scaffold_16_625458_625474_-	scaffold_16	625458	625474	-	JGI_V11_302119	"GO:0006470,GO:0008138,GO:0004721"	KOG1716	KOG1716	FBgn0030976	A8JUQ2
scaffold_21_729381_729529_+	scaffold_21	729381	729529	+	JGI_V11_303416	"GO:0006465,GO:0006508,GO:0008233,GO:0016020,GO:0008236"	KOG3342	KOG3342	FBgn0026567	O97066
scaffold_47_935666_935685_-	scaffold_47	935666	935685	-	JGI_V11_199063	"GO:0006464,GO:0016021"	KOG1639	KOG1639	FBgn0035471	Q95R45
scaffold_70_606168_606241_+	scaffold_70	606168	606241	+	JGI_V11_93183	"GO:0006464,GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG0009	KOG0009	FBgn0038834	Q7JYY0
scaffold_70_607281_607282_+	scaffold_70	607281	607282	+	JGI_V11_93183	"GO:0006464,GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG0009	KOG0009	FBgn0038834	Q7JYY0
scaffold_62_104417_104435_-	scaffold_62	104417	104435	-	JGI_V11_307368	"GO:0006464,GO:0000151,GO:0004842,GO:0008270,GO:0016567,GO:0003677,GO:0006355"	KOG1246	KOG1246	0	0
scaffold_3_2092611_2092672_+	scaffold_3	2092611	2092672	+	JGI_V11_310950	GO:0006464	KOG4583	KOG4583	0	0
scaffold_66_487079_487203_+	scaffold_66	487079	487203	+	JGI_V11_231336	GO:0006464	KOG1769	KOG1769	0	0
scaffold_66_488133_488146_+	scaffold_66	488133	488146	+	JGI_V11_231336	GO:0006464	KOG1769	KOG1769	0	0
scaffold_173_128369_128376_+	scaffold_173	128369	128376	+	JGI_V11_302439	"GO:0006457,GO:0051082"	KOG0019	KOG0019	0	0
scaffold_211_142206_142393_-	scaffold_211	142206	142393	-	JGI_V11_231850	"GO:0006457,GO:0031072,GO:0051082"	KOG0714	KOG0714	0	0
scaffold_6_468319_468321_+	scaffold_6	468319	468321	+	JGI_V11_221714	"GO:0006457,GO:0031072,GO:0051082"	KOG0719	KOG0719	FBgn0037878	Q9VGR7
scaffold_82_527482_527515_+	scaffold_82	527482	527515	+	JGI_V11_231471	"GO:0006457,GO:0031072,GO:0051082"	KOG0723	KOG0723	FBgn0036173	Q9VTJ8
scaffold_102_42563_42630_-	scaffold_102	42563	42630	-	JGI_V11_61631	GO:0006457	KOG0881	KOG0881	FBgn0035141	Q9W0Q2
scaffold_21_734735_734807_-	scaffold_21	734735	734807	-	JGI_V11_196224	GO:0006457	KOG0552	KOG0552	FBgn0013269	P54397
scaffold_21_735167_735271_-	scaffold_21	735167	735271	-	JGI_V11_196224	GO:0006457	KOG0552	KOG0552	FBgn0013269	P54397
scaffold_21_735678_735684_-	scaffold_21	735678	735684	-	JGI_V11_196224	GO:0006457	KOG0552	KOG0552	FBgn0013269	P54397
scaffold_97_360424_360434_-	scaffold_97	360424	360434	-	JGI_V11_309393	GO:0006457	KOG0882	KOG0882	FBgn0035027	Q960Q8
scaffold_41_473608_473642_-	scaffold_41	473608	473642	-	JGI_V11_305846	GO:0006412	KOG4759	KOG4759	FBgn0035980	Q8T0M6
scaffold_1_1623655_1623687_+	scaffold_1	1623655	1623687	+	JGI_V11_205172	"GO:0006364,GO:0030688"	KOG3911	KOG3911	FBgn0022069	Q9VJZ7
scaffold_139_156904_156937_+	scaffold_139	156904	156937	+	JGI_V11_203390	"GO:0006364,GO:0007046,GO:0019843,GO:0030532"	KOG3262	KOG3262	FBgn0011824	Q7KVQ0
scaffold_139_157189_157205_+	scaffold_139	157189	157205	+	JGI_V11_203390	"GO:0006364,GO:0007046,GO:0019843,GO:0030532"	KOG3262	KOG3262	FBgn0011824	Q7KVQ0
scaffold_139_157840_157954_+	scaffold_139	157840	157954	+	JGI_V11_203390	"GO:0006364,GO:0007046,GO:0019843,GO:0030532"	KOG3262	KOG3262	FBgn0011824	Q7KVQ0
scaffold_299_58124_58257_-	scaffold_299	58124	58257	-	JGI_V11_334106	"GO:0006364,GO:0004743,GO:0006096"	KOG2323	KOG2323	FBgn0003178	O62619
scaffold_299_59961_59988_-	scaffold_299	59961	59988	-	JGI_V11_334106	"GO:0006364,GO:0004743,GO:0006096"	KOG2323	KOG2323	FBgn0003178	O62619
scaffold_67_92230_92282_-	scaffold_67	92230	92282	-	JGI_V11_307628	GO:0006364	KOG0335	KOG0335	0	0
scaffold_67_92603_92627_-	scaffold_67	92603	92627	-	JGI_V11_307628	GO:0006364	KOG0335	KOG0335	0	0
scaffold_4_1246250_1246274_-	scaffold_4	1246250	1246274	-	JGI_V11_191687	GO:0006350	KOG3400	KOG3400	FBgn0037121	Q9VNZ3
scaffold_4_1246734_1246800_-	scaffold_4	1246734	1246800	-	JGI_V11_191687	GO:0006350	KOG3400	KOG3400	FBgn0037121	Q9VNZ3
scaffold_4_1250110_1250130_-	scaffold_4	1250110	1250130	-	JGI_V11_191687	GO:0006350	KOG3400	KOG3400	FBgn0037121	Q9VNZ3
scaffold_1_3097686_3097687_-	scaffold_1	3097686	3097687	-	JGI_V11_300152	"GO:0006206,GO:0008152,GO:0016757"	0	0	0	0
scaffold_91_268806_268811_+	scaffold_91	268806	268811	+	JGI_V11_309217	"GO:0006118,GO:0016491,GO:0016614,GO:0050660"	KOG1238	KOG1238	FBgn0037896	Q9VGP2
scaffold_115_376536_376537_-	scaffold_115	376536	376537	-	JGI_V11_300978	"GO:0006118,GO:0016491"	KOG0029	KOG0029	0	0
scaffold_66_366032_366037_+	scaffold_66	366032	366037	+	JGI_V11_307602	"GO:0006118,GO:0016020,GO:0016491"	0	0	0	0
scaffold_86_395675_395682_-	scaffold_86	395675	395682	-	JGI_V11_308799	"GO:0006118,GO:0016020,GO:0016491"	KOG1870	KOG1870	0	0
scaffold_10_1478596_1478647_-	scaffold_10	1478596	1478647	-	JGI_V11_46010	"GO:0006118,GO:0004497"	KOG0156	KOG0156	FBgn0004959	Q9VWR5
scaffold_13_446046_446058_+	scaffold_13	446046	446058	+	JGI_V11_47355	"GO:0006118,GO:0004497"	KOG0156	KOG0156	FBgn0036910	Q9VW43
scaffold_14_1513774_1513856_+	scaffold_14	1513774	1513856	+	JGI_V11_301663	"GO:0006118,GO:0004497"	KOG0156	KOG0156	FBgn0001992	Q9V399
scaffold_14_1506116_1506140_-	scaffold_14	1506116	1506140	-	JGI_V11_301662	"GO:0006118,GO:0004497"	KOG0156	KOG0156	FBgn0036910	Q9VW43
scaffold_2_1651429_1651432_-	scaffold_2	1651429	1651432	-	JGI_V11_310332	"GO:0006118,GO:0004497"	KOG0156	KOG0156	FBgn0036910	Q9VW43
scaffold_37_829001_829010_+	scaffold_37	829001	829010	+	JGI_V11_225529	"GO:0006118,GO:0004497"	KOG0158	KOG0158	FBgn0038037	Q9VG82
scaffold_4_2152864_2152872_-	scaffold_4	2152864	2152872	-	JGI_V11_311606	"GO:0006118,GO:0004497"	KOG0158	KOG0158	0	0
scaffold_2_2248281_2248345_+	scaffold_2	2248281	2248345	+	JGI_V11_230172	"GO:0006100,GO:0016491,GO:0004459,GO:0006096,GO:0005737,GO:0019642"	KOG1495	KOG1495	FBgn0001258	Q95028
scaffold_2_2249473_2249475_+	scaffold_2	2249473	2249475	+	JGI_V11_230172	"GO:0006100,GO:0016491,GO:0004459,GO:0006096,GO:0005737,GO:0019642"	KOG1495	KOG1495	FBgn0001258	Q95028
scaffold_41_467844_467845_-	scaffold_41	467844	467845	-	JGI_V11_305830	"GO:0005956,GO:0008605"	KOG3092	KOG3092	FBgn0000259	P08182
scaffold_58_189411_189423_+	scaffold_58	189411	189423	+	JGI_V11_129101	GO:0005921	0	0	FBgn0028373	Q9VAS7
scaffold_86_299212_299234_+	scaffold_86	299212	299234	+	JGI_V11_327006	"GO:0005856,GO:0005737,GO:0008092,GO:0016020"	KOG3529	KOG3529	FBgn0011661	P46150
scaffold_4_841797_841817_-	scaffold_4	841797	841817	-	JGI_V11_191611	"GO:0005856,GO:0003774,GO:0005524,GO:0016459"	KOG4229	KOG4229	FBgn0030252	Q0KHU0
scaffold_75_447554_447651_-	scaffold_75	447554	447651	-	JGI_V11_215895	"GO:0005838,GO:0006508"	KOG3151	KOG3151	FBgn0028693	Q9V436
scaffold_90_472917_472929_-	scaffold_90	472917	472929	-	JGI_V11_309157	"GO:0005787,GO:0005792,GO:0006465,GO:0009003,GO:0016021"	KOG4112	KOG4112	FBgn0040623	Q9VAL0
scaffold_5_1922644_1922765_-	scaffold_5	1922644	1922765	-	JGI_V11_230373	"GO:0005784,GO:0006613,GO:0030176"	KOG4490	KOG4490	FBgn0025700	Q9VL69
scaffold_28_882378_882460_+	scaffold_28	882378	882460	+	JGI_V11_230994	"GO:0005783,GO:0016021"	KOG3317	KOG3317	FBgn0011016	Q9VUZ0
scaffold_121_80518_80542_-	scaffold_121	80518	80542	-	JGI_V11_93573	GO:0005759	KOG4024	KOG4024	FBgn0034259	Q7JXC4
scaffold_121_80697_80740_-	scaffold_121	80697	80740	-	JGI_V11_93573	GO:0005759	KOG4024	KOG4024	FBgn0034259	Q7JXC4
scaffold_38_590104_590145_-	scaffold_38	590104	590145	-	JGI_V11_305300	"GO:0005744,GO:0006886,GO:0015450"	KOG2580	KOG2580	FBgn0038683	Q8IHE3
scaffold_13_1152325_1152360_+	scaffold_13	1152325	1152360	+	JGI_V11_194694	"GO:0005743,GO:0008565,GO:0015031"	KOG3324	KOG3324	FBgn0058042	A8Y4U9
scaffold_2_1774331_1774421_+	scaffold_2	1774331	1774421	+	JGI_V11_91862	"GO:0005743,GO:0006118,GO:0016651"	0	0	FBgn0040985	Q9VJG4
scaffold_43_742485_742519_-	scaffold_43	742485	742519	-	JGI_V11_198715	"GO:0005743,GO:0006118,GO:0016651"	KOG3466	KOG3466	FBgn0032511	Q9VJZ4
scaffold_8_2034833_2034859_-	scaffold_8	2034833	2034859	-	JGI_V11_193379	"GO:0005743,GO:0006118,GO:0016651"	0	0	FBgn0259718	B7YZH8
scaffold_42_775262_775306_+	scaffold_42	775262	775306	+	JGI_V11_231133	"GO:0005741,GO:0006820,GO:0008308"	KOG3126	KOG3126	FBgn0004363	Q94920
scaffold_87_389380_389399_-	scaffold_87	389380	389399	-	JGI_V11_308857	"GO:0005737,GO:0008168"	KOG0822	KOG0822	FBgn0015925	Q9U6Y9
scaffold_32_64804_64805_+	scaffold_32	64804	64805	+	JGI_V11_225254	"GO:0005737,GO:0008119,GO:0008152"	0	0	0	0
scaffold_20_1208739_1208783_-	scaffold_20	1208739	1208783	-	JGI_V11_224172	"GO:0005737,GO:0006915"	KOG2061	KOG2061	FBgn0021875	Q8MZ50
scaffold_13_1455719_1455729_-	scaffold_13	1455719	1455729	-	JGI_V11_223152	"GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_13_1458570_1458579_-	scaffold_13	1458570	1458579	-	JGI_V11_223152	"GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_226_74034_74062_-	scaffold_226	74034	74062	-	JGI_V11_264762	"GO:0005737,GO:0006817"	KOG0260	KOG0260	0	0
scaffold_6_1763862_1763871_-	scaffold_6	1763862	1763871	-	JGI_V11_97324	"GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_61_701219_701233_-	scaffold_61	701219	701233	-	JGI_V11_307316	"GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_91_37879_37903_+	scaffold_91	37879	37903	+	JGI_V11_60577	"GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_91_48674_48708_+	scaffold_91	48674	48708	+	JGI_V11_60577	"GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_3_1622091_1622178_-	scaffold_3	1622091	1622178	-	JGI_V11_310889	"GO:0005737,GO:0006569,GO:0009435,GO:0030170,GO:0030429"	KOG3846	KOG3846	0	0
scaffold_79_210083_210084_-	scaffold_79	210083	210084	-	JGI_V11_308328	"GO:0005737,GO:0006415,GO:0016149"	KOG0688	KOG0688	FBgn0036974	Q9VPH7
scaffold_79_211076_211180_-	scaffold_79	211076	211180	-	JGI_V11_308328	"GO:0005737,GO:0006415,GO:0016149"	KOG0688	KOG0688	FBgn0036974	Q9VPH7
scaffold_74_268835_268896_+	scaffold_74	268835	268896	+	JGI_V11_308067	"GO:0005681,GO:0007067,GO:0005489,GO:0006118"	KOG3414	KOG3414	FBgn0031601	Q8SZ87
scaffold_8_254788_254797_-	scaffold_8	254788	254797	-	JGI_V11_187494	"GO:0005643,GO:0006810"	KOG2168	KOG2168	FBgn0027537	Q9XZ06
scaffold_23_669130_669265_-	scaffold_23	669130	669265	-	JGI_V11_196460	"GO:0005634,GO:0045449"	KOG3766	KOG3766	FBgn0032475	Q9VK33
scaffold_63_413103_413159_+	scaffold_63	413103	413159	+	JGI_V11_307435	"GO:0005634,GO:0042254"	KOG1765	KOG1765	FBgn0052409	Q5U108
scaffold_11_1490928_1490948_+	scaffold_11	1490928	1490948	+	JGI_V11_300799	"GO:0005634,GO:0030528,GO:0045449"	KOG0973	KOG0973	FBgn0022786	O17468
scaffold_46_298296_298313_-	scaffold_46	298296	298313	-	JGI_V11_198891	"GO:0005634,GO:0030528,GO:0045449"	KOG2150	KOG2150	FBgn0033029	Q7K126
scaffold_59_198859_198874_-	scaffold_59	198859	198874	-	JGI_V11_188726	"GO:0005634,GO:0007046"	KOG3073	KOG3073	FBgn0029714	Q9W4J5
scaffold_1_3973867_3973931_+	scaffold_1	3973867	3973931	+	JGI_V11_299973	"GO:0005634,GO:0006334"	KOG1507	KOG1507	FBgn0015268	Q24150
scaffold_19_709220_709233_-	scaffold_19	709220	709233	-	JGI_V11_49678	"GO:0005634,GO:0006334"	KOG1508	KOG1508	FBgn0014879	P53997
scaffold_19_709880_709921_-	scaffold_19	709880	709921	-	JGI_V11_49678	"GO:0005634,GO:0006334"	KOG1508	KOG1508	FBgn0014879	P53997
scaffold_142_220644_220765_-	scaffold_142	220644	220765	-	JGI_V11_63450	"GO:0005634,GO:0005732,GO:0006397,GO:0030529"	KOG3172	KOG3172	FBgn0023167	O44437
scaffold_17_1373415_1373492_+	scaffold_17	1373415	1373492	+	JGI_V11_195506	"GO:0005634,GO:0005732,GO:0006397,GO:0030529"	KOG1774	KOG1774	FBgn0261790	Q9VLV5
scaffold_171_165795_165867_-	scaffold_171	165795	165867	-	JGI_V11_302421	"GO:0005634,GO:0005732,GO:0006397,GO:0030529"	KOG3428	KOG3428	FBgn0261933	Q9VU02
scaffold_2_2205900_2205970_+	scaffold_2	2205900	2205970	+	JGI_V11_220519	"GO:0005634,GO:0005732,GO:0006397,GO:0030529"	KOG3482	KOG3482	FBgn0000426	Q24297
scaffold_43_211486_211546_-	scaffold_43	211486	211546	-	JGI_V11_305959	"GO:0005634,GO:0005732,GO:0006397,GO:0030529"	KOG3168	KOG3168	FBgn0010083	Q05856
scaffold_43_211936_212038_-	scaffold_43	211936	212038	-	JGI_V11_305959	"GO:0005634,GO:0005732,GO:0006397,GO:0030529"	KOG3168	KOG3168	FBgn0010083	Q05856
scaffold_90_467507_467578_-	scaffold_90	467507	467578	-	JGI_V11_309154	"GO:0005634,GO:0005732,GO:0006397,GO:0030529"	KOG3459	KOG3459	FBgn0261789	Q9VI10
scaffold_90_215017_215053_+	scaffold_90	215017	215053	+	JGI_V11_309171	GO:0005634	KOG2441	KOG2441	FBgn0004856	P39736
scaffold_99_381385_381486_+	scaffold_99	381385	381486	+	JGI_V11_217355	GO:0005634	KOG1946	KOG1946	FBgn0035370	Q9VZY0
scaffold_99_381965_381967_+	scaffold_99	381965	381967	+	JGI_V11_217355	GO:0005634	KOG1946	KOG1946	FBgn0035370	Q9VZY0
scaffold_99_382150_382160_+	scaffold_99	382150	382160	+	JGI_V11_217355	GO:0005634	KOG1946	KOG1946	FBgn0035370	Q9VZY0
scaffold_62_507930_508016_-	scaffold_62	507930	508016	-	JGI_V11_307342	"GO:0005622,GO:0042254"	KOG0816	KOG0816	FBgn0033485	Q7K1Q7
scaffold_29_930913_930916_-	scaffold_29	930913	930916	-	JGI_V11_304440	"GO:0005622,GO:0006810"	KOG3668	KOG3668	FBgn0260992	Q8T3L2
scaffold_8_897331_897362_+	scaffold_8	897331	897362	+	JGI_V11_313169	"GO:0005622,GO:0006396"	KOG2047	KOG2047	FBgn0033859	A1Z9G2
scaffold_99_147819_147919_+	scaffold_99	147819	147919	+	JGI_V11_228312	"GO:0005622,GO:0006396"	KOG1258	KOG1258	FBgn0039600	Q7KRW8
scaffold_99_148651_148654_+	scaffold_99	148651	148654	+	JGI_V11_228312	"GO:0005622,GO:0006396"	KOG1258	KOG1258	FBgn0039600	Q7KRW8
scaffold_104_305527_305639_-	scaffold_104	305527	305639	-	JGI_V11_300607	"GO:0005622,GO:0006355"	KOG3701	KOG3701	FBgn0011648	P42003
scaffold_5_720915_720918_-	scaffold_5	720915	720918	-	JGI_V11_306492	"GO:0005622,GO:0005730,GO:0008283"	KOG2481	KOG2481	FBgn0032138	Q9VL96
scaffold_8_987282_987313_+	scaffold_8	987282	987313	+	JGI_V11_222139	GO:0005622	KOG4362	KOG4362	FBgn0260959	A1Z8Q7
scaffold_39_449840_449899_+	scaffold_39	449840	449899	+	JGI_V11_305388	"GO:0005576,GO:0006869,GO:0008289,GO:0042157"	KOG0706	KOG0706	0	0
scaffold_2_2876552_2876568_-	scaffold_2	2876552	2876568	-	JGI_V11_310490	"GO:0005576,GO:0006030,GO:0008061"	KOG1217	KOG1217	FBgn0030173	Q9W2Z1
scaffold_26_757877_757882_+	scaffold_26	757877	757882	+	JGI_V11_318851	"GO:0005576,GO:0006030,GO:0008061"	KOG2806	KOG2806	0	0
scaffold_3_2935272_2935345_+	scaffold_3	2935272	2935345	+	JGI_V11_234105	"GO:0005576,GO:0006030,GO:0008061"	KOG2806	KOG2806	FBgn0036233	Q8SYK2
