chr start end strand gene gene_start gene_end gene_strand expression promoter
293 scaffold_1 919463 919497 - JGI_V11_300028 912172 919864 - 357.848941712403 scaffold_1_1988507_1990216_+
295 scaffold_1 978071 978105 - JGI_V11_219999 973782 978510 - 39.8026595849478 scaffold_1_1992774_1994000_+
296 scaffold_1 981314 981347 - JGI_V11_299821 978953 981734 - 62.4085538172681 scaffold_1_1995301_1996868_+
297 scaffold_1 982976 982985 - JGI_V11_299824 981831 983603 - 35.2894320845237 scaffold_1_1998701_1999934_+
298 scaffold_1 983238 983259 - JGI_V11_299824 981831 983603 - 25.6050514996228 scaffold_1_1999344_2001277_+
299 scaffold_1 986054 986114 - JGI_V11_232128 984817 986267 - 171.336682856132 scaffold_1_2001534_2006414_-
301 scaffold_1 1141051 1141124 - JGI_V11_189944 1138463 1141499 - 270.994169033193 scaffold_1_2020443_2028276_+
302 scaffold_1 1247361 1247443 - JGI_V11_39928 1245332 1247649 - 565.230181556335 scaffold_1_2026629_2033495_+
303 scaffold_1 1252826 1252834 - JGI_V11_39283 1251119 1253101 - 33.5675558116701 scaffold_1_2033433_2034818_-
304 scaffold_1 1258698 1258755 - JGI_V11_299831 1255440 1259146 - 397.307443166493 scaffold_1_2034600_2036800_+
305 scaffold_1 1389104 1389198 - JGI_V11_299834 1387062 1389567 - 130.326848959249 scaffold_1_2035993_2039580_-
307 scaffold_1 1434685 1434733 - JGI_V11_300045 1431953 1435113 - 266.810053264861 scaffold_1_2045435_2047962_+
308 scaffold_1 1440447 1440453 - JGI_V11_309643 1436823 1440807 - 107.955110614027 scaffold_1_2047202_2053752_-
309 scaffold_1 1451340 1451405 - JGI_V11_220033 1447084 1451811 - 157.656583541505 scaffold_1_2055944_2057887_-
310 scaffold_1 1457781 1457840 - JGI_V11_94100 1456313 1457869 - 440.917056719518 scaffold_1_2057126_2059485_-
312 scaffold_1 1499724 1499745 - JGI_V11_39456 1498343 1500052 - 163.823106690643 scaffold_1_2063615_2068447_-
313 scaffold_1 1514073 1514117 - JGI_V11_186919 1508308 1514519 - 634.15356674493 scaffold_1_2068486_2070877_+
317 scaffold_1 1549320 1549366 - JGI_V11_309661 1544441 1549607 - 143.970181122945 scaffold_1_2076278_2079676_-
324 scaffold_1 1587995 1588070 - JGI_V11_205163 1586349 1588439 - 326.903376546102 scaffold_1_2096464_2101695_+
325 scaffold_1 1600906 1600908 - JGI_V11_94124 1599135 1601365 - 11.6773718422211 scaffold_1_2140943_2152345_+
326 scaffold_1 1601217 1601218 - JGI_V11_94124 1599135 1601365 - 6.49966923293437 scaffold_1_2193631_2196530_+
327 scaffold_1 1629597 1629601 - JGI_V11_39792 1627259 1629772 - 34.15705399719 scaffold_1_2196687_2198170_+
327.1 scaffold_1 1629597 1629601 - JGI_V11_299847 1629396 1631190 - 34.15705399719 scaffold_1_2196687_2198170_+
330 scaffold_1 1771142 1771227 - JGI_V11_300065 1768365 1771525 - 10.9610955716345 scaffold_1_2205913_2210560_-
331 scaffold_1 1780185 1780188 - JGI_V11_300066 1776061 1780334 - 5.1081236533709 scaffold_1_2209978_2211771_-
333 scaffold_1 1855145 1855165 - JGI_V11_232298 1846598 1859313 - 207.070831997479 scaffold_1_2221427_2224999_-
334 scaffold_1 1855382 1855388 - JGI_V11_232298 1846598 1859313 - 117.013292364157 scaffold_1_2225649_2227304_-
335 scaffold_1 1858949 1858980 - JGI_V11_232298 1846598 1859313 - 101.607608999342 scaffold_1_2228567_2230396_+
336 scaffold_1 1861515 1861524 - JGI_V11_205191 1859111 1861922 - 30.229777843186 scaffold_1_2230064_2235750_-
338 scaffold_1 1863874 1863879 - JGI_V11_299857 1862826 1864279 - 198.818627496223 scaffold_1_2244404_2246265_+
339 scaffold_1 1867601 1867602 - JGI_V11_300069 1864542 1868709 - 39.6084008931117 scaffold_1_2247565_2256798_-
340 scaffold_1 1868298 1868395 - JGI_V11_300069 1864542 1868709 - 4207.67313656866 scaffold_1_2256643_2259635_-
343 scaffold_1 1892641 1892647 - JGI_V11_205205 1889178 1896749 - 134.129653783763 scaffold_1_2271185_2275811_+
344 scaffold_1 1893147 1893153 - JGI_V11_205205 1889178 1896749 - 322.566097138152 scaffold_1_2275674_2278585_-
345 scaffold_1 1896235 1896238 - JGI_V11_205205 1889178 1896749 - 150.562464141019 scaffold_1_2278494_2280289_+
348 scaffold_1 1908649 1908667 - JGI_V11_220078 1907358 1909054 - 291.734475019764 scaffold_1_2286155_2288099_+
349 scaffold_1 1919082 1919103 - JGI_V11_309723 1916196 1919319 - 88.2448975200622 scaffold_1_2288132_2289550_-
350 scaffold_1 1925760 1925792 - JGI_V11_205211 1921575 1926021 - 680.435351740655 scaffold_1_2288920_2291078_-
352 scaffold_1 1930642 1930744 - JGI_V11_205212 1926563 1931108 - 1181.09871769795 scaffold_1_2294547_2296658_+
355 scaffold_1 1984959 1984984 - JGI_V11_299865 1982752 1985713 - 74.7900133388443 scaffold_1_2307133_2308670_+
356 scaffold_1 2053696 2053701 - JGI_V11_300082 2047202 2053752 - 94.4685411892009 scaffold_1_2307867_2310502_-
357 scaffold_1 2068010 2068115 - JGI_V11_300085 2063615 2068447 - 279.723038604421 scaffold_1_2312063_2315451_+
358 scaffold_1 2072010 2072032 - JGI_V11_299872 2070000 2072405 - 69.1986379713725 scaffold_1_2314738_2316559_-
359 scaffold_1 2075311 2075358 - JGI_V11_299874 2074203 2075941 - 54.5400663739547 scaffold_1_2316009_2318630_+
360 scaffold_1 2077614 2077648 - JGI_V11_300086 2076278 2079676 - 30.2547500796968 scaffold_1_2317829_2319882_-
361 scaffold_1 2079345 2079410 - JGI_V11_300086 2076278 2079676 - 2056.24039641813 scaffold_1_2320172_2322894_-
362 scaffold_1 2082743 2082756 - JGI_V11_300088 2081442 2083212 - 194.985626725449 scaffold_1_2322489_2324437_+
364 scaffold_1 2208521 2208522 - JGI_V11_299880 2205913 2210560 - 13.9113771794444 scaffold_1_2325854_2328050_-
365 scaffold_1 2210150 2210161 - JGI_V11_299880 2205913 2210560 - 260.020372146074 scaffold_1_2327973_2332312_-
365.1 scaffold_1 2210150 2210161 - JGI_V11_299881 2209978 2211771 - 260.020372146074 scaffold_1_2327973_2332312_-
367 scaffold_1 2234611 2234636 - JGI_V11_300096 2230064 2235750 - 18.4041763973086 scaffold_1_2333231_2340217_+
370 scaffold_1 2252728 2252897 - JGI_V11_190107 2247565 2256798 - 338.060962584704 scaffold_1_2353307_2357805_-
371 scaffold_1 2256553 2256578 - JGI_V11_190107 2247565 2256798 - 77.4065958977682 scaffold_1_2357332_2359699_-
372 scaffold_1 2259355 2259360 - JGI_V11_309785 2256643 2259635 - 5.03589683697463 scaffold_1_2360168_2363187_-
373 scaffold_1 2271211 2271218 - JGI_V11_309788 2270140 2271618 - 5.94884980641451 scaffold_1_2363764_2367507_-
374 scaffold_1 2278167 2278189 - JGI_V11_299887 2275674 2278585 - 153.667194228433 scaffold_1_2366799_2369800_-
376 scaffold_1 2322319 2322337 - JGI_V11_300108 2320172 2322894 - 23.1412867813283 scaffold_1_2370714_2377221_+
377 scaffold_1 2327579 2327662 - JGI_V11_230092 2325854 2328050 - 757.894955124002 scaffold_1_2396863_2399234_-
378 scaffold_1 2331977 2332049 - JGI_V11_300109 2327973 2332312 - 288.892816114336 scaffold_1_2401291_2411322_-
380 scaffold_1 2353244 2353452 - JGI_V11_309817 2348990 2353432 - 187.336377711014 scaffold_1_2413315_2415953_-
380.1 scaffold_1 2353244 2353452 - JGI_V11_309818 2353307 2357805 - 187.336377711014 scaffold_1_2413315_2415953_-
381 scaffold_1 2359401 2359425 - JGI_V11_300112 2357332 2359699 - 53.8862287305782 scaffold_1_2416798_2426716_-
382 scaffold_1 2369346 2369350 - JGI_V11_299900 2366799 2369800 - 100.849801582578 scaffold_1_2450057_2458468_-
383 scaffold_1 2405050 2405051 - JGI_V11_309832 2401291 2411322 - 5.49123292737372 scaffold_1_2462039_2463871_-
384 scaffold_1 2405414 2405415 - JGI_V11_309832 2401291 2411322 - 20.7842983881372 scaffold_1_2463157_2467018_-
385 scaffold_1 2408289 2408293 - JGI_V11_309832 2401291 2411322 - 12.2027566031235 scaffold_1_2467540_2477133_-
386 scaffold_1 2410928 2410968 - JGI_V11_309832 2401291 2411322 - 642.449537966037 scaffold_1_2476812_2478088_+
387 scaffold_1 2415008 2415012 - JGI_V11_299902 2413315 2415953 - 81.7325027768178 scaffold_1_2477266_2481994_-
388 scaffold_1 2415525 2415561 - JGI_V11_299902 2413315 2415953 - 1126.74667699971 scaffold_1_2481571_2486957_-
390 scaffold_1 2463401 2463438 - JGI_V11_299903 2462039 2463871 - 10.9110712453272 scaffold_1_2498172_2506309_-
390.1 scaffold_1 2463401 2463438 - JGI_V11_205304 2463157 2467018 - 10.9110712453272 scaffold_1_2498172_2506309_-
391 scaffold_1 2464033 2464150 - JGI_V11_205304 2463157 2467018 - 464.825523616019 scaffold_1_2522150_2524363_+
392 scaffold_1 2464267 2464305 - JGI_V11_205304 2463157 2467018 - 182.555826136341 scaffold_1_2523937_2534641_+
393 scaffold_1 2464531 2464595 - JGI_V11_205304 2463157 2467018 - 212.519192821353 scaffold_1_2536299_2538102_+
394 scaffold_1 2464804 2465120 - JGI_V11_205304 2463157 2467018 - 1195.77292595043 scaffold_1_2537294_2540323_-
395 scaffold_1 2465710 2465808 - JGI_V11_205304 2463157 2467018 - 156.768654577996 scaffold_1_2542219_2544886_+
396 scaffold_1 2466612 2466662 - JGI_V11_205304 2463157 2467018 - 3463.11492894303 scaffold_1_2548383_2552806_+
397 scaffold_1 2475860 2475866 - JGI_V11_309841 2467540 2477133 - 86.0401972228029 scaffold_1_2559528_2560946_+
398 scaffold_1 2505913 2505942 - JGI_V11_299908 2498172 2506309 - 470.565258334074 scaffold_1_2565915_2570127_-
400 scaffold_1 2569900 2569915 - JGI_V11_22062 2565915 2570127 - 163.973953894929 scaffold_1_2575469_2576584_-
402 scaffold_1 2608424 2608426 - JGI_V11_232470 2607169 2608475 - 73.2782411485784 scaffold_1_2587395_2588366_+
402.1 scaffold_1 2608424 2608426 - JGI_V11_309863 2608381 2611293 - 73.2782411485784 scaffold_1_2587395_2588366_+
403 scaffold_1 2610838 2610839 - JGI_V11_309863 2608381 2611293 - 29.6481890783683 scaffold_1_2587612_2588780_+
404 scaffold_1 2611167 2611170 - JGI_V11_309863 2608381 2611293 - 233.159612303712 scaffold_1_2588308_2589888_-
405 scaffold_1 2616281 2616323 - JGI_V11_299912 2614720 2616693 - 198.601524508869 scaffold_1_2593543_2598679_+
405.1 scaffold_1 2616281 2616323 - JGI_V11_300124 2616037 2619398 - 198.601524508869 scaffold_1_2593543_2598679_+
406 scaffold_1 2619221 2619345 - JGI_V11_300124 2616037 2619398 - 97.8607110055982 scaffold_1_2600234_2601347_-
406.1 scaffold_1 2619221 2619345 - JGI_V11_190169 2619324 2622318 - 97.8607110055982 scaffold_1_2600234_2601347_-
409 scaffold_1 2636058 2636132 - JGI_V11_300127 2634012 2636411 - 1403.9607948376 scaffold_1_2608381_2611293_-
410 scaffold_1 2644528 2644630 - JGI_V11_190185 2642806 2644987 - 821.367949649894 scaffold_1_2612539_2614095_+
412 scaffold_1 2651964 2652028 - JGI_V11_299917 2650965 2653198 - 140.936731757879 scaffold_1_2616037_2619398_-
413 scaffold_1 2652200 2652262 - JGI_V11_299917 2650965 2653198 - 143.943118092965 scaffold_1_2619324_2622318_-
414 scaffold_1 2652403 2652479 - JGI_V11_299917 2650965 2653198 - 1886.65959442321 scaffold_1_2623042_2626459_-
415 scaffold_1 2652743 2652790 - JGI_V11_299917 2650965 2653198 - 2860.78741019011 scaffold_1_2626437_2628425_-
416 scaffold_1 2665608 2665619 - JGI_V11_300129 2661822 2665919 - 125.395202432996 scaffold_1_2628235_2631914_-
420 scaffold_1 2791020 2791057 - JGI_V11_232516 2788294 2791335 - 92.7736182529295 scaffold_1_2638817_2640396_+
421 scaffold_1 2794973 2794977 - JGI_V11_230117 2794020 2795857 - 69.9036307271904 scaffold_1_2640012_2643373_+
422 scaffold_1 2795399 2795466 - JGI_V11_230117 2794020 2795857 - 6187.11022316312 scaffold_1_2642806_2644987_-
423 scaffold_1 2874055 2874059 - JGI_V11_205366 2870991 2874237 - 18.0410427508877 scaffold_1_2645573_2649731_+
423.1 scaffold_1 2874055 2874059 - JGI_V11_299929 2873958 2876775 - 18.0410427508877 scaffold_1_2645573_2649731_+
424 scaffold_1 2876315 2876400 - JGI_V11_299929 2873958 2876775 - 910.066798800841 scaffold_1_2649437_2651710_+
425 scaffold_1 2879728 2879797 - JGI_V11_309921 2877550 2880164 - 431.097113480222 scaffold_1_2650965_2653198_-
426 scaffold_1 2923115 2923139 - JGI_V11_91808 2920959 2923708 - 23.3334315657005 scaffold_1_2653205_2656270_+
427 scaffold_1 2923267 2923270 - JGI_V11_91808 2920959 2923708 - 54.816378837857 scaffold_1_2656888_2662587_+
428 scaffold_1 2927942 2927953 - JGI_V11_230120 2926478 2928354 - 25.1456339941211 scaffold_1_2661822_2665919_-
429 scaffold_1 2935619 2935663 - JGI_V11_190238 2932474 2936060 - 318.82606269354 scaffold_1_2678408_2698531_+
430 scaffold_1 3004095 3004103 - JGI_V11_309941 2969513 3041136 - 223.501847821154 scaffold_1_2697864_2713810_+
431 scaffold_1 3006625 3006626 - JGI_V11_309941 2969513 3041136 - 14.399721689629 scaffold_1_2721026_2725155_+
432 scaffold_1 3013758 3013766 - JGI_V11_309941 2969513 3041136 - 206.272743075739 scaffold_1_2731227_2735582_-
433 scaffold_1 3040236 3040241 - JGI_V11_309941 2969513 3041136 - 47.2496469455352 scaffold_1_2731761_2735366_-
434 scaffold_1 3040398 3040471 - JGI_V11_309941 2969513 3041136 - 24.1426495130367 scaffold_1_2752111_2755025_+
436 scaffold_1 3097686 3097687 - JGI_V11_300152 3094147 3098088 - 100.016771984504 scaffold_1_2761228_2763620_+
436.1 scaffold_1 3097686 3097687 - JGI_V11_232590 3097443 3098727 - 100.016771984504 scaffold_1_2761228_2763620_+
437 scaffold_1 3100597 3100604 - JGI_V11_309953 3097955 3100909 - 179.245749450365 scaffold_1_2762926_2764203_+
438 scaffold_1 3111016 3111132 - JGI_V11_299942 3107988 3111446 - 98.4601730775246 scaffold_1_2763735_2765333_+
438.1 scaffold_1 3111016 3111132 - JGI_V11_300153 3110879 3113465 - 98.4601730775246 scaffold_1_2763735_2765333_+
439 scaffold_1 3115212 3115257 - JGI_V11_220226 3112636 3115578 - 1144.6181408879 scaffold_1_2769193_2770730_+
440 scaffold_1 3121480 3121521 - JGI_V11_190268 3117297 3121957 - 52.7737509364377 scaffold_1_2775209_2776322_-
441 scaffold_1 3208343 3208364 - JGI_V11_40075 3207252 3208454 - 183.939905790618 scaffold_1_2777312_2783706_-
442 scaffold_1 3213274 3213395 - JGI_V11_190285 3211991 3213822 - 74.9998569254703 scaffold_1_2786566_2788251_-
443 scaffold_1 3242213 3242245 - JGI_V11_300162 3237823 3242620 - 106.975781419838 scaffold_1_2788294_2791335_-
444 scaffold_1 3244289 3244321 - JGI_V11_220240 3242572 3244662 - 10.5993565807446 scaffold_1_2791143_2794308_-
445 scaffold_1 3248349 3248360 - JGI_V11_299950 3244808 3252559 - 57.3463511687183 scaffold_1_2794020_2795857_-
446 scaffold_1 3252181 3252203 - JGI_V11_299950 3244808 3252559 - 218.343732829695 scaffold_1_2796076_2799292_+
448 scaffold_1 3275378 3275473 - JGI_V11_220245 3274261 3275858 - 6796.27298603543 scaffold_1_2812442_2814731_+
449 scaffold_1 3299013 3299048 - JGI_V11_232637 3298196 3299378 - 176.268693455161 scaffold_1_2820451_2822482_-
451 scaffold_1 3368325 3368326 - JGI_V11_18307 3367242 3368387 - 21.4690224144674 scaffold_1_2831591_2835394_+
452 scaffold_1 3398352 3398359 - JGI_V11_232652 3397711 3430635 - 5.03672904395067 scaffold_1_2834612_2836285_+
454 scaffold_1 3752564 3752567 - JGI_V11_190307 3748773 3753180 - 16.9753410858548 scaffold_1_2840133_2843597_+
455 scaffold_1 3752699 3752780 - JGI_V11_190307 3748773 3753180 - 511.92899691514 scaffold_1_2845210_2846397_+
456 scaffold_1 3765597 3765627 - JGI_V11_299956 3765614 3768395 - 82.3990601126475 scaffold_1_2846347_2848340_+
458 scaffold_1 3861572 3861623 - JGI_V11_300170 3857747 3861835 - 291.923142735637 scaffold_1_2854066_2857851_+
458.1 scaffold_1 3861572 3861623 - JGI_V11_300171 3861368 3864216 - 291.923142735637 scaffold_1_2854066_2857851_+
459 scaffold_1 3863748 3863820 - JGI_V11_300171 3861368 3864216 - 527.509762422861 scaffold_1_2857505_2859409_+
460 scaffold_1 3877421 3877502 - JGI_V11_310020 3875117 3877735 - 155.10143467247 scaffold_1_2859671_2861442_+
461 scaffold_1 3897509 3897544 - JGI_V11_300174 3884205 3897621 - 143.57672305695 scaffold_1_2860781_2862433_+
462 scaffold_1 3899140 3899242 - JGI_V11_40110 3897735 3899524 - 337.778341988527 scaffold_1_2863591_2865947_+
463 scaffold_1 3914302 3914307 - JGI_V11_232717 3911290 3916138 - 16.8730739795738 scaffold_1_2865165_2868995_-
464 scaffold_1 3914417 3914452 - JGI_V11_232717 3911290 3916138 - 254.912825048325 scaffold_1_2869314_2871579_+
465 scaffold_1 3922451 3922531 - JGI_V11_300176 3918855 3922700 - 729.019116996871 scaffold_1_2870991_2874237_-
468 scaffold_1 3977653 3977719 - JGI_V11_205523 3975771 3978113 - 413.225558518293 scaffold_1_2877550_2880164_-
470 scaffold_1 4048772 4048777 - JGI_V11_300180 4045884 4049127 - 243.790779561149 scaffold_1_2881075_2883707_+
472 scaffold_1 4131093 4131118 - JGI_V11_299977 4128042 4131462 - 134.570106496337 scaffold_1_2908437_2912106_-
475 scaffold_1 4157544 4157564 - JGI_V11_94531 4156310 4160546 - 62.844689197752 scaffold_1_2918981_2921842_+
476 scaffold_1 4160598 4160609 - JGI_V11_186991 4160549 4163876 - 24.6931593483862 scaffold_1_2920959_2923708_-
477 scaffold_1 4163484 4163572 - JGI_V11_186991 4160549 4163876 - 361.879265905781 scaffold_1_2923420_2926979_+
478 scaffold_1 4187142 4187295 - JGI_V11_299980 4184919 4187673 - 938.41131131665 scaffold_1_2926478_2928354_-
478.1 scaffold_1 4187142 4187295 - JGI_V11_299981 4187280 4190071 - 938.41131131665 scaffold_1_2926478_2928354_-
479 scaffold_1 4189640 4189661 - JGI_V11_299981 4187280 4190071 - 93.0603097830742 scaffold_1_2927605_2929321_+
480 scaffold_1 4192389 4192464 - JGI_V11_310068 4191434 4192696 - 430.10874561104 scaffold_1_2928829_2932955_-
489 scaffold_10 89703 89753 + JGI_V11_98603 89479 91359 + 182.638221606186 scaffold_1_3061041_3063377_+
492 scaffold_10 122097 122126 + JGI_V11_300342 121739 124617 + 1163.16183441276 scaffold_1_3081895_3086093_+
495 scaffold_10 223561 223565 + JGI_V11_300344 222192 228888 + 79.512294896319 scaffold_1_3090902_3092555_+
496 scaffold_10 271945 271994 + JGI_V11_300346 271583 275512 + 750.718188415897 scaffold_1_3092482_3094890_+
497 scaffold_10 278093 278195 + JGI_V11_313807 275162 282703 + 1309.44876937296 scaffold_1_3094147_3098088_-
498 scaffold_10 280501 280505 + JGI_V11_313807 275162 282703 + 5.94884980641451 scaffold_1_3097443_3098727_-
499 scaffold_10 286291 286296 + JGI_V11_300347 285921 288877 + 40.9079354535398 scaffold_1_3097955_3100909_-
500 scaffold_10 307502 307636 + JGI_V11_300212 307131 309184 + 1879.09855257 scaffold_1_3104051_3107490_+
501 scaffold_10 307727 307748 + JGI_V11_300212 307131 309184 + 35.9200112054036 scaffold_1_3107988_3111446_-
502 scaffold_10 308202 308216 + JGI_V11_300212 307131 309184 + 11.824121770009 scaffold_1_3110879_3113465_-
503 scaffold_10 321045 321088 + JGI_V11_208840 320554 322321 + 146.259905140991 scaffold_1_3112636_3115578_-
504 scaffold_10 380379 380380 + JGI_V11_300356 379599 384927 + 27.7569472935454 scaffold_1_3117297_3121957_-
505 scaffold_10 385731 385767 + JGI_V11_300219 385376 388895 + 704.365576581433 scaffold_1_3121352_3122960_+
506 scaffold_10 411098 411121 + JGI_V11_300225 410913 412662 + 69.7444446689677 scaffold_1_3122684_3124590_+
507 scaffold_10 417346 417356 + JGI_V11_313850 415115 418580 + 88.8493947071644 scaffold_1_3124083_3127945_+
508 scaffold_10 425252 425255 + JGI_V11_300228 424893 426589 + 118.774864909978 scaffold_1_3127501_3129093_+
509 scaffold_10 430188 430192 + JGI_V11_300229 429827 431618 + 43.0023330561415 scaffold_1_3157495_3159225_-
510 scaffold_10 454401 454463 + JGI_V11_300231 452618 454422 + 145.95352128768 scaffold_1_3173999_3181907_+
511 scaffold_10 457118 457140 + JGI_V11_300361 456695 458360 + 171.351045883177 scaffold_1_3192194_3197900_+
512 scaffold_10 462089 462118 + JGI_V11_46184 461897 463198 + 97.4790897045005 scaffold_1_3198239_3199579_+
513 scaffold_10 476928 476981 + JGI_V11_313869 476552 478244 + 244.794199223129 scaffold_1_3200396_3203832_+
514 scaffold_10 493618 493647 + JGI_V11_300366 493156 495885 + 281.578026949565 scaffold_1_3204219_3207846_+
515 scaffold_10 493947 493951 + JGI_V11_300366 493156 495885 + 53.789801641546 scaffold_1_3207252_3208454_-
516 scaffold_10 494734 494747 + JGI_V11_300366 493156 495885 + 6.3895053476304 scaffold_1_3208314_3210982_+
517 scaffold_10 521208 521212 + JGI_V11_300240 520807 522202 + 71.832350193432 scaffold_1_3210815_3212646_+
518 scaffold_10 522696 522713 + JGI_V11_300241 522306 523788 + 23580.0832573069 scaffold_1_3211991_3213822_-
519 scaffold_10 522836 523092 + JGI_V11_300241 522306 523788 + 4696.67869358968 scaffold_1_3214434_3216936_+
